benchmark,network_id,network,domain,fold,method_id,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,distinct_score_count,tie_group_count,tied_candidate_count,tied_candidate_ratio,largest_tie_group,cutoff_score,cutoff_tie_size,cutoff_tie_positive_count,cutoff_tie_negative_count,cutoff_slots_in_tie,cutoff_tie_crosses_boundary,negative_ratio,is_primary_ratio,family,method
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,llhn,0.8560199908051125,0.9342042637741839,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8861729430944877,3233,3233,32330,35563,644,318,35237,0.9908331693051767,32632,0.0,32632,416,32216,302,True,10,False,local_similarity,LLHN
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,lnb_aa,0.876879429006704,0.9349844421638169,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8895005357326313,3233,3233,32330,35563,1957,325,33931,0.9541096083007621,32632,0.0,32632,416,32216,302,True,10,False,local_bayesian,LNB-AA
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,lnb_cn,0.8752512506566772,0.9348720839999737,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8893054754535045,3233,3233,32330,35563,1929,319,33953,0.9547282287770998,32632,0.0,32632,416,32216,302,True,10,False,local_bayesian,LNB-CN
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,lnb_ra,0.87647064363798,0.9349664174038816,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8894480951713678,3233,3233,32330,35563,1957,325,33931,0.9541096083007621,32632,0.0,32632,416,32216,302,True,10,False,local_bayesian,LNB-RA
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,lpi,0.9218456158303983,0.9656353216027608,0.9075162387875039,0.9075162387875039,0.9075162387875039,0.9195193715878394,3233,3233,32330,35563,489,195,35269,0.9917329809071226,31681,0.002,170,44,126,130,True,10,False,quasi_local_path,LPI-beta-0.001
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,lrw,0.8424453930955748,0.9207535545563271,0.8274048871017631,0.8274048871017631,0.8274048871017631,0.8500410575054436,3233,3233,32330,35563,3003,277,32837,0.9233472991592385,31965,1.5148444148746814e-07,4,1,3,4,False,10,False,quasi_local_walk,LRW-l3
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,ora_cni,0.9203098566682191,0.9653093547260317,0.8976183111660996,0.8976183111660996,0.8976183111660996,0.9107481840247378,3233,3233,32330,35563,3274,270,32559,0.915530185867334,31681,0.07502500000000001,2,1,1,2,False,10,False,quasi_local_path,ORA-CNI-beta-0.001
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,pa,0.440927167912631,0.8204700903314097,0.4441695020105165,0.4441695020105165,0.4441695020105165,0.4806922122476076,3233,3233,32330,35563,424,334,35473,0.9974692798695273,2805,90.0,119,34,85,33,True,10,False,degree_based,PA
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,pfp,0.915349591955689,0.9652462393644109,0.9047324466439839,0.9047324466439839,0.9047324466439839,0.9158835759383132,3233,3233,32330,35563,3472,157,32248,0.9067851418609228,31681,0.001614434947768281,1,1,0,1,False,10,False,quasi_local_walk,PFP-l3
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,ra,0.8766968969446569,0.934986920089944,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8894929371954564,3233,3233,32330,35563,1254,269,34578,0.9723026741276045,32632,0.0,32632,416,32216,302,True,10,False,local_similarity,RA
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,ra_cni,0.919664286184924,0.9648788365878517,0.8976183111660996,0.8976183111660996,0.8976183111660996,0.9107501080964134,3233,3233,32330,35563,2899,317,32981,0.9273964513679949,31703,0.07500000000000001,3,1,2,2,True,10,False,enhanced_local,RA-CNI
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,sa,0.8668527203749042,0.9345352821759904,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8881166251495095,3233,3233,32330,35563,840,387,35110,0.9872620420099542,32632,0.0,32632,416,32216,302,True,10,False,local_similarity,SA
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,so,0.8664289042477581,0.9345246481416656,0.8716362511599134,0.8716362511599134,0.8716362511599134,0.8880866964907221,3233,3233,32330,35563,313,211,35461,0.9971318505187976,32632,0.0,32632,416,32216,302,True,10,False,local_similarity,SO
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,srw,0.9302031456201498,0.96612041630307,0.9121558923600371,0.9121558923600371,0.9121558923600371,0.9241533955523316,3233,3233,32330,35563,3242,268,32589,0.9163737592441582,31681,3.973220493871307e-07,1,0,1,1,False,10,False,quasi_local_walk,SRW-l3
standard,ego_facebook,ego-Facebook,social,1,aa,0.9921061337789395,0.9931957810974886,0.9747624703087886,0.9747624703087886,0.9747624703087886,0.977286001070857,16840,16840,16840,33680,17031,230,16879,0.5011579572446556,14740,0.47445676945713994,1,1,0,1,False,1,True,local_similarity,AA
standard,ego_facebook,ego-Facebook,social,1,car_aa,0.981325912240824,0.9825249924537778,0.9720902612826603,0.9720902612826603,0.9720902612826603,0.9748487435587865,16840,16840,16840,33680,16758,148,17070,0.5068289786223278,16725,0.39693883772732474,1,0,1,1,False,1,True,enhanced_local,CAR-AA
standard,ego_facebook,ego-Facebook,social,1,car_cn,0.9809299280119191,0.9822731584396387,0.9703681710213776,0.9703681710213776,0.9703681710213776,0.9733056382107371,16840,16840,16840,33680,7777,2151,28054,0.832957244655582,16725,2.0,368,196,172,253,True,1,True,enhanced_local,CAR-CN
standard,ego_facebook,ego-Facebook,social,1,car_ra,0.9824456789003227,0.9832808330183198,0.9718527315914489,0.9718527315914489,0.9718527315914489,0.9747539261668622,16840,16840,16840,33680,16753,152,17079,0.5070961995249407,16725,0.017319508448540705,1,0,1,1,False,1,True,enhanced_local,CAR-RA
standard,ego_facebook,ego-Facebook,social,1,cn,0.9899865051369019,0.9921230432715906,0.9710807600950119,0.9710807600950119,0.9710807600950119,0.9739588717928747,16840,16840,16840,33680,141,135,33674,0.9998218527315914,14740,2.0,536,281,255,221,True,1,True,local_similarity,CN
standard,ego_facebook,ego-Facebook,social,1,fl,0.9919669225576206,0.9933634094961098,0.9684085510688836,0.9684085510688836,0.9684085510688836,0.9715879815657087,16840,16840,16840,33680,15044,1870,20506,0.6088479809976247,11714,0.0004983326921712514,2,1,1,2,False,1,True,quasi_local_path,FL-l3
standard,ego_facebook,ego-Facebook,social,1,fsw,0.9911311303188157,0.9923608920904304,0.9705463182897862,0.9705463182897862,0.9705463182897862,0.9735379801377357,16840,16840,16840,33680,12174,1558,23064,0.6847980997624703,14740,0.007260231158102588,7,5,2,5,True,1,True,enhanced_local,FSW
standard,ego_facebook,ego-Facebook,social,1,hdi,0.9869525891516311,0.9889884888372328,0.9504156769596199,0.9504156769596199,0.9504156769596199,0.9548919537463094,16840,16840,16840,33680,4637,2917,31960,0.9489311163895487,14740,0.04880952380952381,4,4,0,1,True,1,True,local_similarity,HDI
standard,ego_facebook,ego-Facebook,social,1,hpi,0.9663007787773836,0.9857718145773269,0.9574228028503563,0.9574228028503563,0.9574228028503563,0.9568511435915787,16840,16840,16840,33680,2867,1948,32761,0.9727137767220903,14740,0.19298245614035087,2,2,0,2,False,1,True,local_similarity,HPI
standard,ego_facebook,ego-Facebook,social,1,ia1,0.9927471814953606,0.9937110135352427,0.9755938242280285,0.9755938242280285,0.9755938242280285,0.9780744817743152,16840,16840,16840,33680,17056,211,16835,0.49985154394299286,14740,0.0982615268329554,1,1,0,1,False,1,True,enhanced_local,IA1
standard,ego_facebook,ego-Facebook,social,1,ia2,0.9927104310840051,0.993674331489328,0.976187648456057,0.976187648456057,0.976187648456057,0.9785936717145616,16840,16840,16840,33680,17047,212,16845,0.5001484560570071,14740,0.049137443438914026,2,0,2,2,False,1,True,enhanced_local,IA2
standard,ego_facebook,ego-Facebook,social,1,ja,0.9877863021624196,0.9897986110719301,0.9532066508313539,0.9532066508313539,0.953206650831354,0.9573999982900508,16840,16840,16840,33680,5657,3035,31058,0.9221496437054632,14740,0.038461538461538464,36,16,20,32,True,1,True,local_similarity,JA
standard,ego_facebook,ego-Facebook,social,1,lit,0.990766356966091,0.9917074192060528,0.9667458432304038,0.9667458432304038,0.9667458432304038,0.9701678632455624,16840,16840,16840,33680,18420,230,15490,0.459916864608076,14750,0.013073782453950692,1,1,0,1,False,1,True,enhanced_local,LIT-i2
standard,ego_facebook,ego-Facebook,social,1,llhn,0.9101041381623494,0.9579451178056994,0.9307600950118765,0.9307600950118765,0.9307600950118765,0.9255815256091968,16840,16840,16840,33680,11609,2581,24652,0.7319477434679335,14740,0.0026833631484794273,1,1,0,1,False,1,True,local_similarity,LLHN
standard,ego_facebook,ego-Facebook,social,1,lnb_aa,0.9919016034777102,0.9930526215012326,0.9744655581947743,0.9744655581947743,0.9744655581947743,0.9770105020234836,16840,16840,16840,33680,17196,148,16632,0.49382422802850356,14740,1.701423041247651,1,1,0,1,False,1,True,local_bayesian,LNB-AA
standard,ego_facebook,ego-Facebook,social,1,lnb_cn,0.990981549729034,0.9923559129941717,0.9720308788598575,0.9720308788598575,0.9720308788598575,0.974785651820647,16840,16840,16840,33680,17194,150,16636,0.49394299287410925,14740,6.329969809065327,1,0,1,1,False,1,True,local_bayesian,LNB-CN
standard,ego_facebook,ego-Facebook,social,1,lnb_ra,0.9938376609170858,0.9942668016288555,0.9760095011876485,0.9760095011876485,0.9760095011876485,0.9785608055413747,16840,16840,16840,33680,17196,148,16632,0.49382422802850356,14740,0.13123985914289343,1,0,1,1,False,1,True,local_bayesian,LNB-RA
standard,ego_facebook,ego-Facebook,social,1,lpi,0.9918949110529702,0.9933290406847174,0.9684085510688836,0.9684085510688836,0.9684085510688836,0.9715799817416534,16840,16840,16840,33680,14659,2207,21228,0.6302850356294537,11714,2.095,2,1,1,2,False,1,True,quasi_local_path,LPI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,lrw,0.9944506141526925,0.995198816512545,0.973396674584323,0.973396674584323,0.973396674584323,0.9761667961388251,16840,16840,16840,33680,20257,187,13610,0.40409738717339666,11723,4.7096570227807945e-07,1,0,1,1,False,1,True,quasi_local_walk,LRW-l3
standard,ego_facebook,ego-Facebook,social,1,ora_cni,0.9889010582458072,0.9903128420483974,0.9527315914489312,0.9527315914489312,0.9527315914489312,0.9576016885992705,16840,16840,16840,33680,20155,181,13706,0.4069477434679335,11714,1.8501515965870623,1,0,1,1,False,1,True,quasi_local_path,ORA-CNI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,pa,0.8528709810164854,0.8406426066767847,0.7581353919239905,0.7581353919239905,0.7581353919239905,0.7769481155127518,16840,16840,16840,33680,6536,4265,31409,0.9325712589073634,124,1284.0,1,0,1,1,False,1,True,degree_based,PA
standard,ego_facebook,ego-Facebook,social,1,pfp,0.9848031114865106,0.9898938662611922,0.9614608076009501,0.9614608076009501,0.9614608076009501,0.9646170226403127,16840,16840,16840,33680,21409,373,12644,0.37541567695961997,11714,0.001962080011302125,1,0,1,1,False,1,True,quasi_local_walk,PFP-l3
standard,ego_facebook,ego-Facebook,social,1,ra,0.9939966209839524,0.9943577230296601,0.976187648456057,0.976187648456057,0.976187648456057,0.9787334233740004,16840,16840,16840,33680,17015,238,16903,0.5018705463182898,14740,0.03425058548009367,1,0,1,1,False,1,True,local_similarity,RA
standard,ego_facebook,ego-Facebook,social,1,ra_cni,0.9889005715080896,0.9903123906855636,0.9527315914489312,0.9527315914489312,0.9527315914489312,0.9576016553773223,16840,16840,16840,33680,20143,181,13718,0.40730403800475057,11715,1.850148537034271,1,0,1,1,False,1,True,enhanced_local,RA-CNI
standard,ego_facebook,ego-Facebook,social,1,sa,0.9886160407119187,0.9908471410396013,0.960688836104513,0.960688836104513,0.9606888361045129,0.9639839462033812,16840,16840,16840,33680,14227,2340,21793,0.647060570071259,14740,0.10269923319261935,1,1,0,1,False,1,True,local_similarity,SA
standard,ego_facebook,ego-Facebook,social,1,so,0.9877863021624196,0.9897986110719301,0.9532066508313539,0.9532066508313539,0.953206650831354,0.9573999982900508,16840,16840,16840,33680,5657,3035,31058,0.9221496437054632,14740,0.07407407407407407,36,16,20,32,True,1,True,local_similarity,SO
standard,ego_facebook,ego-Facebook,social,1,srw,0.995554220858211,0.9961823043906319,0.9761282660332542,0.9761282660332542,0.9761282660332542,0.9786493077936171,16840,16840,16840,33680,20262,189,13607,0.4040083135391924,11714,1.0587750722114907e-06,1,1,0,1,False,1,True,quasi_local_walk,SRW-l3
standard,ego_facebook,ego-Facebook,social,1,aa,0.9701906606533601,0.9933516405628493,0.932125890736342,0.932125890736342,0.932125890736342,0.9381708876748462,16840,16840,84200,101040,18770,477,82747,0.8189528899445764,73459,1.1079588652111565,1,0,1,1,False,5,False,local_similarity,AA
standard,ego_facebook,ego-Facebook,social,1,car_aa,0.9524012586098605,0.9826652640331528,0.9262470308788598,0.9262470308788598,0.9262470308788598,0.9326575699594017,16840,16840,84200,101040,18342,323,83021,0.8216646872525732,81954,2.139928380318468,5,0,5,3,True,5,False,enhanced_local,CAR-AA
standard,ego_facebook,ego-Facebook,social,1,car_cn,0.9506823245344151,0.9824261506931242,0.923040380047506,0.923040380047506,0.923040380047506,0.9297306329775294,16840,16840,84200,101040,7856,2220,95404,0.9442201108471893,81954,16.0,191,116,75,27,True,5,False,enhanced_local,CAR-CN
standard,ego_facebook,ego-Facebook,social,1,car_ra,0.9575736765877056,0.9834023430667849,0.9329572446555819,0.9329572446555819,0.9329572446555819,0.9390608131566865,16840,16840,84200,101040,18337,326,83029,0.8217438638163104,81954,0.17529590668812225,2,0,2,1,True,5,False,enhanced_local,CAR-RA
standard,ego_facebook,ego-Facebook,social,1,cn,0.9621387942883004,0.9923034180861086,0.9243467933491687,0.9243467933491687,0.9243467933491688,0.9309807316007769,16840,16840,84200,101040,141,135,101034,0.9999406175771971,73459,4.0,680,402,278,249,True,5,False,local_similarity,CN
standard,ego_facebook,ego-Facebook,social,1,fl,0.9654003313119873,0.9935378887362404,0.920249406175772,0.920249406175772,0.920249406175772,0.9273212072375486,16840,16840,84200,101040,16287,2377,87130,0.8623317498020586,58288,0.0009958368245365648,2,1,1,2,False,5,False,quasi_local_path,FL-l3
standard,ego_facebook,ego-Facebook,social,1,fsw,0.9671138756758616,0.9925835497289001,0.9239311163895487,0.9239311163895487,0.9239311163895487,0.9309298861023434,16840,16840,84200,101040,13634,1932,89338,0.8841844813935075,73459,0.024474810334200996,370,237,133,22,True,5,False,enhanced_local,FSW
standard,ego_facebook,ego-Facebook,social,1,hdi,0.9503737610244741,0.989158126153091,0.895249406175772,0.895249406175772,0.895249406175772,0.9033645550225478,16840,16840,84200,101040,4811,3096,99325,0.9830265241488519,73459,0.10416666666666667,7,5,2,6,True,5,False,local_similarity,HDI
standard,ego_facebook,ego-Facebook,social,1,hpi,0.8759829218365738,0.98622445603726,0.8871140142517815,0.8871140142517815,0.8871140142517815,0.8805493360343284,16840,16840,84200,101040,3000,2058,100098,0.9906769596199525,73459,0.3333333333333333,683,156,527,453,True,5,False,local_similarity,HPI
standard,ego_facebook,ego-Facebook,social,1,ia1,0.9731739908645364,0.9938447244853051,0.9366983372921616,0.9366983372921616,0.9366983372921616,0.9424496598510161,16840,16840,84200,101040,18826,467,82681,0.818299683293745,73459,0.3845617684989172,1,1,0,1,False,5,False,enhanced_local,IA1
standard,ego_facebook,ego-Facebook,social,1,ia2,0.9729492902408855,0.9938044960675012,0.9364014251781473,0.9364014251781473,0.9364014251781473,0.9421668366299577,16840,16840,84200,101040,18816,464,82688,0.8183689627870151,73459,0.15519644274457592,1,0,1,1,False,5,False,enhanced_local,IA2
standard,ego_facebook,ego-Facebook,social,1,ja,0.9534850336311743,0.9899659358585202,0.8998218527315914,0.8998218527315914,0.8998218527315914,0.9075085684999623,16840,16840,84200,101040,5974,3284,98350,0.9733768804433888,73459,0.07863849765258216,2,2,0,1,True,5,False,local_similarity,JA
standard,ego_facebook,ego-Facebook,social,1,lit,0.9660745156414222,0.9919400389159393,0.9177553444180523,0.9177553444180523,0.9177553444180523,0.9254457480747393,16840,16840,84200,101040,24527,664,77177,0.763826207442597,73475,0.04101623599140551,1,0,1,1,False,5,False,enhanced_local,LIT-i2
standard,ego_facebook,ego-Facebook,social,1,llhn,0.6793990609416443,0.9582405873217821,0.7549881235154394,0.7549881235154394,0.7549881235154394,0.7376288649903276,16840,16840,84200,101040,13353,3445,91132,0.9019398258115597,73459,0.004420731707317073,1,1,0,1,False,5,False,local_similarity,LLHN
standard,ego_facebook,ego-Facebook,social,1,lnb_aa,0.9694987642151744,0.993202861146687,0.9324821852731592,0.9324821852731592,0.9324821852731592,0.9384348048183565,16840,16840,84200,101040,19245,445,82240,0.8139350752177356,73459,4.2707454286257285,2,2,0,2,False,5,False,local_bayesian,LNB-AA
standard,ego_facebook,ego-Facebook,social,1,lnb_cn,0.9654530526345211,0.9925357218420116,0.9259501187648456,0.9259501187648456,0.9259501187648456,0.9323532647459756,16840,16840,84200,101040,19240,449,82249,0.8140241488519399,73459,15.490468747139445,1,1,0,1,False,5,False,local_bayesian,LNB-CN
standard,ego_facebook,ego-Facebook,social,1,lnb_ra,0.9782531574050182,0.9944224237761012,0.93812351543943,0.93812351543943,0.93812351543943,0.9442452867475642,16840,16840,84200,101040,19245,445,82240,0.8139350752177356,73459,0.37735911488870677,1,1,0,1,False,5,False,local_bayesian,LNB-RA
standard,ego_facebook,ego-Facebook,social,1,lpi,0.9650593060418902,0.993502315702913,0.920249406175772,0.920249406175772,0.920249406175772,0.9272835605892895,16840,16840,84200,101040,15833,2765,87972,0.8706650831353919,58288,4.163,2,1,1,2,False,5,False,quasi_local_path,LPI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,lrw,0.9757677125270657,0.995314418292043,0.9286223277909739,0.9286223277909739,0.9286223277909739,0.9354675017840215,16840,16840,84200,101040,32567,935,69408,0.686935866983373,58303,1.0591976102053508e-06,1,0,1,1,False,5,False,quasi_local_walk,LRW-l3
standard,ego_facebook,ego-Facebook,social,1,ora_cni,0.952487150116099,0.990469225870425,0.895249406175772,0.895249406175772,0.895249406175772,0.9047477345533977,16840,16840,84200,101040,32047,888,69881,0.6916171813143309,58288,2.8442812148416388,1,1,0,1,False,5,False,quasi_local_path,ORA-CNI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,pa,0.6230167641843456,0.8427122614829524,0.5692399049881235,0.5692399049881235,0.5692399049881235,0.59633217105264,16840,16840,84200,101040,7249,5457,99248,0.9822644497228821,520,3375.0,15,0,15,12,True,5,False,degree_based,PA
standard,ego_facebook,ego-Facebook,social,1,pfp,0.9312450205079755,0.9900204174683057,0.8957838479809976,0.8957838479809976,0.8957838479809976,0.901970242041898,16840,16840,84200,101040,36651,1763,66152,0.6547110055423595,58288,0.004550314847711358,1,1,0,1,False,5,False,quasi_local_walk,PFP-l3
standard,ego_facebook,ego-Facebook,social,1,ra,0.9788003793209661,0.9944938604075806,0.9382422802850356,0.9382422802850356,0.9382422802850356,0.9444042325909224,16840,16840,84200,101040,18745,486,82781,0.8192893903404592,73459,0.09178545139071455,1,0,1,1,False,5,False,local_similarity,RA
standard,ego_facebook,ego-Facebook,social,1,ra_cni,0.9524849702255218,0.9904687043347759,0.895249406175772,0.895249406175772,0.895249406175772,0.9047476296828536,16840,16840,84200,101040,31997,887,69930,0.6921021377672208,58291,2.8441930364094086,1,1,0,1,False,5,False,enhanced_local,RA-CNI
standard,ego_facebook,ego-Facebook,social,1,sa,0.9559055749388911,0.9909989622181096,0.9034441805225654,0.9034441805225654,0.9034441805225654,0.9105514333845185,16840,16840,84200,101040,16496,3373,87917,0.8701207442596991,73459,0.18190171877724973,2,2,0,1,True,5,False,local_similarity,SA
standard,ego_facebook,ego-Facebook,social,1,so,0.9534850336311743,0.9899659358585202,0.8998218527315914,0.8998218527315914,0.8998218527315914,0.9075085684999623,16840,16840,84200,101040,5974,3284,98350,0.9733768804433888,73459,0.1458106637649619,2,2,0,1,True,5,False,local_similarity,SO
standard,ego_facebook,ego-Facebook,social,1,srw,0.9801955236213413,0.9962991156814732,0.9366983372921616,0.9366983372921616,0.9366983372921616,0.9428964605554383,16840,16840,84200,101040,32579,940,69401,0.6868665874901029,58288,2.4197852827916894e-06,1,0,1,1,False,5,False,quasi_local_walk,SRW-l3
standard,ego_facebook,ego-Facebook,social,1,aa,0.9477285805494238,0.9934037458178412,0.8967933491686461,0.8967933491686461,0.8967933491686461,0.9054741058688137,16840,16840,168400,185240,20815,705,165130,0.8914381343122436,147013,1.5453373045480479,1,0,1,1,False,10,False,local_similarity,AA
standard,ego_facebook,ego-Facebook,social,1,car_aa,0.927946619158164,0.9827092221889968,0.8888361045130642,0.8888361045130642,0.8888361045130642,0.8978813686577275,16840,16840,168400,185240,20246,505,165499,0.8934301446771755,163414,4.626206307180593,1,1,0,1,False,10,False,enhanced_local,CAR-AA
standard,ego_facebook,ego-Facebook,social,1,car_cn,0.9249152084555216,0.9824707763722842,0.8852731591448931,0.8852731591448931,0.8852731591448931,0.8945753293505505,16840,16840,168400,185240,7934,2289,179595,0.9695260202979918,163414,54.0,85,51,34,84,True,10,False,enhanced_local,CAR-CN
standard,ego_facebook,ego-Facebook,social,1,car_ra,0.9374572595785451,0.9834394445627705,0.8997030878859857,0.8997030878859857,0.8997030878859857,0.9083214594534705,16840,16840,168400,185240,20238,510,165512,0.8935003239041244,163414,0.37817013744603745,1,0,1,1,False,10,False,enhanced_local,CAR-RA
standard,ego_facebook,ego-Facebook,social,1,cn,0.9348070504297155,0.9923600729374129,0.8862232779097388,0.8862232779097388,0.8862232779097388,0.895590035214182,16840,16840,168400,185240,141,135,185234,0.999967609587562,147013,6.0,639,403,236,406,True,10,False,local_similarity,CN
standard,ego_facebook,ego-Facebook,social,1,fl,0.938188718957057,0.9935942295730108,0.8826603325415677,0.8826603325415677,0.8826603325415678,0.8923711968243662,16840,16840,168400,185240,17513,2927,170654,0.9212589073634204,116773,0.0014907325278831856,1,1,0,1,False,10,False,quasi_local_path,FL-l3
standard,ego_facebook,ego-Facebook,social,1,fsw,0.943317970914666,0.9926383924289527,0.8859857482185273,0.8859857482185273,0.8859857482185274,0.8959920806744738,16840,16840,168400,185240,15125,2358,172473,0.9310786007341827,147013,0.04675797302161043,11,2,9,4,True,10,False,enhanced_local,FSW
standard,ego_facebook,ego-Facebook,social,1,hdi,0.9147936296620305,0.9892452400615546,0.8560570071258907,0.8560570071258907,0.8560570071258907,0.8657725550897875,16840,16840,168400,185240,4947,3242,183535,0.9907957244655582,147013,0.1388888888888889,6,1,5,2,True,10,False,local_similarity,HDI
standard,ego_facebook,ego-Facebook,social,1,hpi,0.79382249905463,0.9863316906782289,0.8352137767220903,0.8352137767220903,0.8352137767220904,0.8224453932380971,16840,16840,168400,185240,3108,2138,184270,0.9947635499892032,147013,0.3888888888888889,42,32,10,41,True,10,False,local_similarity,HPI
standard,ego_facebook,ego-Facebook,social,1,ia1,0.9531650917992154,0.9938893707931574,0.9051068883610451,0.9051068883610451,0.9051068883610451,0.9132320635173954,16840,16840,168400,185240,20923,700,165017,0.8908281148779961,147013,0.6587957853217549,1,0,1,1,False,10,False,enhanced_local,IA1
standard,ego_facebook,ego-Facebook,social,1,ia2,0.9527143771883863,0.9938473358661369,0.9045724465558195,0.9045724465558195,0.9045724465558195,0.9127212278322925,16840,16840,168400,185240,20910,698,165028,0.890887497300799,147013,0.2617521367521367,1,1,0,1,False,10,False,enhanced_local,IA2
standard,ego_facebook,ego-Facebook,social,1,ja,0.9193078080793907,0.9900351135600678,0.8652019002375297,0.8652019002375297,0.8652019002375296,0.8739212772754652,16840,16840,168400,185240,6194,3487,182533,0.9853865255884259,147013,0.10416666666666667,12,7,5,3,True,10,False,local_similarity,JA
standard,ego_facebook,ego-Facebook,social,1,lit,0.9413543361376407,0.9919783451628009,0.8792755344418052,0.8792755344418052,0.8792755344418052,0.8900100575082321,16840,16840,168400,185240,31633,1251,154858,0.8359857482185273,147043,0.06960035386747862,1,1,0,1,False,10,False,enhanced_local,LIT-i2
standard,ego_facebook,ego-Facebook,social,1,llhn,0.5238190967393591,0.9588275857448332,0.5654394299287411,0.5654394299287411,0.5654394299287411,0.5482678828444305,16840,16840,168400,185240,14750,4305,174795,0.9436136903476571,147013,0.005050505050505051,67,15,52,17,True,10,False,local_similarity,LLHN
standard,ego_facebook,ego-Facebook,social,1,lnb_aa,0.9466554420160214,0.9932545799222527,0.8969714964370546,0.8969714964370546,0.8969714964370546,0.9055413463019473,16840,16840,168400,185240,21626,780,164394,0.8874649103865256,147013,6.264602273121406,4,4,0,4,False,10,False,local_bayesian,LNB-AA
standard,ego_facebook,ego-Facebook,social,1,lnb_cn,0.9393595174178455,0.992586960339312,0.8876484560570072,0.8876484560570072,0.8876484560570072,0.8967642161735785,16840,16840,168400,185240,21619,784,164405,0.8875242928093284,147013,22.978768587218653,1,1,0,1,False,10,False,local_bayesian,LNB-CN
standard,ego_facebook,ego-Facebook,social,1,lnb_ra,0.9620956769236082,0.994437432648202,0.9104513064133016,0.9104513064133016,0.9104513064133016,0.91886734731229,16840,16840,168400,185240,21626,780,164394,0.8874649103865256,147013,0.5269775346952325,1,0,1,1,False,10,False,local_bayesian,LNB-RA
standard,ego_facebook,ego-Facebook,social,1,lpi,0.937548105702164,0.9935589465755666,0.8826009501187648,0.8826009501187648,0.8826009501187648,0.8922473955333861,16840,16840,168400,185240,16950,3388,171678,0.9267868710861585,116773,6.147,1,1,0,1,False,10,False,quasi_local_path,LPI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,lrw,0.9553161992435497,0.9953352232976569,0.8953087885985748,0.8953087885985748,0.8953087885985748,0.9048163653724756,16840,16840,168400,185240,46837,1800,140203,0.7568721658389117,116802,1.4547852799928862e-06,1,1,0,1,False,10,False,quasi_local_walk,LRW-l3
standard,ego_facebook,ego-Facebook,social,1,ora_cni,0.9167863835539976,0.9905208563128735,0.8524940617577197,0.8524940617577197,0.8524940617577197,0.8649206092360209,16840,16840,168400,185240,45822,1663,141081,0.7616119628589937,116773,3.491551605353404,1,1,0,1,False,10,False,quasi_local_path,ORA-CNI-beta-0.001
standard,ego_facebook,ego-Facebook,social,1,pa,0.49551601830924685,0.8422414516110832,0.4881828978622328,0.4881828978622328,0.4881828978622328,0.5146310719850817,16840,16840,168400,185240,7669,6082,183653,0.9914327359101706,1083,4890.0,6,0,6,6,False,10,False,degree_based,PA
standard,ego_facebook,ego-Facebook,social,1,pfp,0.8702318857299649,0.989960740778093,0.8421615201900238,0.8421615201900238,0.8421615201900238,0.8481174136642964,16840,16840,168400,185240,53964,3121,134397,0.7255290434031527,116773,0.006056230302338675,1,0,1,1,False,10,False,quasi_local_walk,PFP-l3
standard,ego_facebook,ego-Facebook,social,1,ra,0.9629577313855636,0.9945042406948731,0.9106294536817102,0.9106294536817102,0.9106294536817103,0.9191058179602833,16840,16840,168400,185240,20777,716,165179,0.8917026560138199,147013,0.12619205642836276,1,1,0,1,False,10,False,local_similarity,RA
standard,ego_facebook,ego-Facebook,social,1,ra_cni,0.9167830291029342,0.9905203347772242,0.8524940617577197,0.8524940617577197,0.8524940617577197,0.8649204815817944,16840,16840,168400,185240,45725,1649,141164,0.7620600302310516,116780,3.491454737865717,1,1,0,1,False,10,False,enhanced_local,RA-CNI
standard,ego_facebook,ego-Facebook,social,1,sa,0.9216594231358415,0.9910489733963923,0.8651425178147268,0.8651425178147268,0.8651425178147268,0.8735163809941475,16840,16840,168400,185240,18442,4353,171151,0.9239419131936947,147013,0.22360679774997896,74,9,65,40,True,10,False,local_similarity,SA
