benchmark,network_id,network,domain,family,method_id,method,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std,distinct_score_count_mean,distinct_score_count_std,tie_group_count_mean,tie_group_count_std,tied_candidate_count_mean,tied_candidate_count_std,tied_candidate_ratio_mean,tied_candidate_ratio_std,largest_tie_group_mean,largest_tie_group_std,cutoff_tie_size_mean,cutoff_tie_size_std,cutoff_tie_positive_count_mean,cutoff_tie_positive_count_std,cutoff_tie_negative_count_mean,cutoff_tie_negative_count_std,cutoff_slots_in_tie_mean,cutoff_slots_in_tie_std,cutoff_tie_crosses_boundary_mean,cutoff_tie_crosses_boundary_std
standard,ego_facebook,ego-Facebook,social,local_similarity,cn,CN,0.9908472003821756,0.0006689821803762522,0.9927234584229995,0.0005417679614421649,0.9711506493169416,0.0014842719585105777,0.9711506493169416,0.0014842719585105777,0.9711506493169416,0.0014842719585105777,0.9740908798323625,0.0013358788619577387,139.6,2.5099800796022276,133.0,1.581138830084193,33671.8,2.949576240750032,0.9998040284832503,8.022658716152192e-05,14768.0,57.33672470589865,558.6,39.71523637094459,325.6,42.57698909035255,233.0,17.044060549059314,267.4,63.36639487930491,1.0,0.0
standard,ego_facebook,ego-Facebook,social,local_similarity,aa,AA,0.992898377275693,0.0005856881805980793,0.993757329656242,0.0004978574624320264,0.97484441163406,0.0013388633862538011,0.97484441163406,0.0013388633862538011,0.97484441163406,0.0013388633862538011,0.9774225574135859,0.0012032322297887,16990.8,57.4821711489748,234.2,11.945710527214363,16921.8,64.45696238576534,0.5024526259521677,0.0019188992654433907,14768.0,57.33672470589865,1.8,1.7888543819998317,1.4,1.51657508881031,0.4,0.5477225575051661,1.6,1.3416407864998738,0.2,0.447213595499958
standard,ego_facebook,ego-Facebook,social,local_similarity,ra,RA,0.9944234542535473,0.0004063622959017899,0.9947883164059016,0.00045649410638374464,0.9768635169826183,0.0014117932311283649,0.9768635169826183,0.0014117932311283649,0.9768635169826183,0.0014117932311283649,0.9793495731727301,0.0012595021428825801,16977.0,60.40281450396165,240.4,12.621410380777577,16941.8,68.7400901948782,0.5030464769814559,0.0020453425489741794,14768.0,57.33672470589865,1.4,0.8944271909999159,1.2,1.0954451150103321,0.2,0.447213595499958,1.0,0.0,0.2,0.4472135954999579
standard,ego_facebook,ego-Facebook,social,local_similarity,ja,JA,0.98883342128716,0.0009784384050453721,0.9904580876195705,0.0005388541302839012,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.0014707130682393185,0.9592600315605226,0.0014584430250980877,5672.6,32.837478587735625,3032.2,10.473776778220946,31038.0,27.83882181415011,0.9215995943981982,0.0008170896420519755,14768.0,57.33672470589865,27.6,15.404544783926593,9.0,6.244997998398398,18.6,11.260550608207398,19.8,12.988456413292536,0.8,0.4472135954999579
standard,ego_facebook,ego-Facebook,social,local_similarity,sa,SA,0.9895738565222711,0.0009944940563843617,0.9914506608185786,0.000520258192155979,0.9614233542510113,0.000988480115647039,0.9614233542510113,0.000988480115647039,0.9614233542510113,0.0009884801156470927,0.9649645202590023,0.0011236841415172307,14147.6,62.24789153055715,2359.8,48.059338322536185,21890.6,98.6194706941792,0.6499893454412962,0.002937847589348399,14768.0,57.33672470589865,4.6,4.505552130427524,1.8,0.8366600265340756,2.8,3.8340579025361627,2.8,3.03315017762062,0.6,0.5477225575051662
standard,ego_facebook,ego-Facebook,social,local_similarity,so,SO,0.98883342128716,0.0009784384050453721,0.9904580876195705,0.0005388541302839012,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.0014707130682393185,0.9592600315605226,0.0014584430250980877,5672.6,32.837478587735625,3032.2,10.473776778220946,31038.0,27.83882181415011,0.9215995943981982,0.0008170896420519755,14768.0,57.33672470589865,27.6,15.404544783926593,9.0,6.244997998398398,18.6,11.260550608207398,19.8,12.988456413292536,0.8,0.4472135954999579
standard,ego_facebook,ego-Facebook,social,local_similarity,hpi,HPI,0.9662850179446121,0.0019216928080231916,0.9861206690192426,0.0007674293182972097,0.9587391481346534,0.0010272700835875384,0.9587391481346534,0.0010272700835875384,0.9587391481346534,0.0010272700835875384,0.9574525507874213,0.0013294320219855984,2809.6,53.64513025429247,1903.2,27.86036611389017,32772.0,41.18859065323755,0.9730866118679646,0.0012271344455475175,14768.0,57.33672470589865,111.4,91.69133001543821,47.6,36.90934840931224,63.8,55.56257733402942,63.8,59.11598768522776,0.8,0.4472135954999579
standard,ego_facebook,ego-Facebook,social,local_similarity,hdi,HDI,0.9881098953997511,0.0009643548462951421,0.9896600547852994,0.0005501537954373534,0.9519098471919122,0.0011562365468225034,0.9519098471919122,0.0011562365468225034,0.9519098471919121,0.0011562365468224785,0.9565718681220154,0.0011978003079094602,4603.2,40.984143275174006,2855.0,42.5440947723653,31930.2,26.68707552355646,0.948091348285333,0.0007769365431201058,14768.0,57.33672470589865,17.6,19.086644545335883,6.2,4.54972526643093,11.4,14.724129855444769,7.6,8.234075540095562,1.0,0.0
standard,ego_facebook,ego-Facebook,social,local_similarity,llhn,LLHN,0.9109536819635713,0.00264872007926535,0.9589370751372039,0.0012981118147921936,0.93329852413926,0.0018611780337362436,0.93329852413926,0.0018611780337362436,0.93329852413926,0.0018611780337362183,0.9280693793583721,0.00209753655863687,11501.8,87.06721541429904,2567.6,40.30260537483896,24744.2,109.1246993123006,0.7347202096592023,0.0032494635619961174,14768.0,57.33672470589865,2.4,1.9493588689617927,2.0,1.4142135623730951,0.4,0.5477225575051661,1.4,0.8944271909999159,0.4,0.5477225575051661
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,cn,CN,0.943500265387285,0.0006333398938401857,0.9509111910170509,0.0008113190287791555,0.8851232887844567,0.0014554305095705585,0.8851232887844567,0.0014554305095705585,0.8851232887844567,0.0014554305095706085,0.8947856364199156,0.0012796072695994889,99.6,2.6076809620810613,87.6,1.5165750888103116,48603.6,2.8809720581773814,0.9997531654812187,5.24428626669733e-05,13586.8,57.17254585900487,1457.4,36.929662874172045,800.2,17.4556581084759,657.2,25.073890802984682,948.0,67.04476116744694,1.0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,aa,AA,0.9506373318527558,0.0007077706963614404,0.9538780313361069,0.0008697838540287935,0.890315043284527,0.0017361985484666512,0.890315043284527,0.0017361985484666512,0.890315043284527,0.0017361985484666512,0.8996092520233898,0.0015440049484685835,30795.4,69.42477943789252,489.0,15.700318468107579,18309.2,65.62164277126865,0.37661162605979803,0.0013509824884561155,13586.8,57.17254585900487,1.0,0.0,0.2,0.447213595499958,0.8,0.4472135954999579,1.0,0.0,0.0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,ra,RA,0.9549315498055039,0.0010925142360599894,0.9573022154587324,0.0010807025460049314,0.8957207225122928,0.0021728002947211085,0.8957207225122928,0.0021728002947211085,0.8957207225122928,0.0021728002947211085,0.904761252656661,0.0019608304307793417,30767.6,71.8630642263464,495.2,14.237275020171522,18343.2,71.31409397867995,0.37731098988090056,0.0014679254299009826,13586.8,57.17254585900487,1.0,0.0,0.6,0.5477225575051661,0.4,0.5477225575051661,1.0,0.0,0.0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,ja,JA,0.9513295630634356,0.0012708072651160525,0.9540835125040644,0.0009902194481268948,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.8996150551818329,0.0015604298626540314,6611.8,25.232915011944204,4149.4,28.360183356247827,46153.2,9.41806774237668,0.9493495922201198,0.00019737967431248567,13586.8,57.17254585900487,18.4,24.663738564945906,8.6,12.157302332343306,9.8,12.59761882261882,10.0,11.269427669584644,0.8,0.4472135954999579
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,sa,SA,0.9520030877049048,0.00119371838680003,0.9547605699593934,0.0009771465840114463,0.890701751312213,0.0017373476099186694,0.890701751312213,0.0017373476099186694,0.890701751312213,0.0017373476099186694,0.9000674934390547,0.0014890104825358147,26233.6,141.07728378445637,5050.0,22.989127865145228,27432.0,131.98863587445686,0.5642633076353905,0.00271095062419965,13586.8,57.17254585900487,1.2,0.4472135954999579,0.6,0.5477225575051661,0.6,0.894427190999916,1.2,0.4472135954999579,0.0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,so,SO,0.9513295630634356,0.0012708072651160525,0.9540835125040644,0.0009902194481268948,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.8996150551818329,0.0015604298626540314,6611.8,25.232915011944204,4149.4,28.360183356247827,46153.2,9.41806774237668,0.9493495922201198,0.00019737967431248567,13586.8,57.17254585900487,18.4,24.663738564945906,8.6,12.157302332343306,9.8,12.59761882261882,10.0,11.269427669584644,0.8,0.4472135954999579
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,hpi,HPI,0.9234630819862625,0.002060774790675666,0.9428195440909615,0.001296340856774738,0.8782283967020812,0.0012456774025518076,0.8782283967020812,0.0012456774025518076,0.8782283967020812,0.0012456774025518295,0.8835104568951395,0.001471861890731138,3457.8,6.099180272790741,2413.4,20.354360712142245,47571.2,17.326280616450333,0.9785171808000749,0.0003455314907877847,13586.8,57.17254585900487,58.0,102.81780001536698,27.2,43.91127417873455,30.8,58.97202726717134,32.2,53.68146793820005,0.8,0.4472135954999579
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,hdi,HDI,0.9465236057090178,0.001378644989418561,0.9499987066610244,0.0010898951934042204,0.8834201247997147,0.0021148583783942815,0.8834201247997147,0.0021148583783942815,0.8834201247997147,0.0021148583783942524,0.8932366054608967,0.0018853766801474152,4591.0,149.5459795514409,3395.6,53.115910987198575,47420.2,99.40171024685662,0.9754111925642832,0.0020491281049579337,13586.8,57.17254585900487,46.4,42.73523136710506,20.0,18.801595676963167,26.4,24.120530674095875,20.8,24.118457662130886,1.0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,llhn,LLHN,0.8764245927239737,0.0021407665801400472,0.9171629681044109,0.0016289021298698293,0.8500975119839813,0.0020735196079187225,0.8500975119839813,0.0020735196079187225,0.8500975119839815,0.002073519607918662,0.8535662874534659,0.0019933183623123585,20243.6,136.05807583528434,5487.4,74.87856836238261,33859.4,73.20724007910722,0.6964719197324765,0.0015088744742589946,13586.8,57.17254585900487,8.0,8.366600265340756,3.0,3.5355339059327378,5.0,4.847679857416329,5.0,8.396427811873332,0.8,0.4472135954999579
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,cn,CN,0.965784431946364,0.003998439435667958,0.9662382059226895,0.0038695488002414256,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481880451175275,0.005020116074504968,38.8,0.8366600265340753,38.0,0.7071067811865476,3705.2,0.8366600265340688,0.9997841338370209,0.00022575823705724875,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,aa,AA,0.9667049271219333,0.0037345049531455348,0.9665936336956247,0.0037576029622871008,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9482366814312913,0.005007428888216474,1221.8,14.481022063376614,140.2,10.183319694480776,2624.4,12.581732790041295,0.7081489476524555,0.0033949629762658755,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,ra,RA,0.9667647408342134,0.003671798954338585,0.9666411056122,0.0037089697073379464,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9482439093259798,0.004997229373534055,1188.8,16.34625339336204,141.2,10.353743284435827,2658.4,12.198360545581533,0.717323259579061,0.003291516607010754,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,ja,JA,0.9656786264203292,0.004077585582424876,0.9659318518794656,0.003877756448344444,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481121782155393,0.005046877448516734,448.6,11.349008767288884,222.8,3.9623225512317934,3480.2,11.077003204838357,0.9390717754991904,0.002988937723917543,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,sa,SA,0.9656977021096192,0.0041908399880069705,0.9659397735735199,0.003948871216039916,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.948110179679136,0.005060425104724581,861.4,30.835044997534865,265.4,7.82943165242535,3110.0,33.391615714128,0.83917970858068,0.009010149949845631,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,so,SO,0.9656786264203292,0.004077585582424876,0.9659318518794656,0.003877756448344444,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481121782155393,0.005046877448516734,448.6,11.349008767288884,222.8,3.9623225512317934,3480.2,11.077003204838357,0.9390717754991904,0.002988937723917543,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,hpi,HPI,0.9635043098596178,0.005891573019193766,0.9654420174224846,0.004344371110866322,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.947731710516436,0.005261982598217626,222.0,9.460443964212251,145.0,8.366600265340756,3629.0,5.567764362829999,0.9792228818132758,0.0015023649117188397,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,hdi,HDI,0.965650561115863,0.003965857575319183,0.9659188043833762,0.003806728363265711,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481083554626956,0.0050334067103924305,368.4,8.876936408468861,222.0,9.772410142846034,3559.6,8.384509526501834,0.9604964921748517,0.0022624148749330513,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,llhn,LLHN,0.9608115722548666,0.005989690299241147,0.9644124884341811,0.00419030238821303,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.947121114812617,0.005501845609338716,704.2,34.82384240717843,243.8,6.457553716385179,3245.6,34.739027044521535,0.8757690232056126,0.00937372559215372,1964.0,10.770329614269007,1964.0,10.770329614269007,121.6,13.049904214207858,1842.4,3.911521443121598,111.0,10.770329614269007,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,cn,CN,0.9358040715979937,0.0024963680681601855,0.9362727446126391,0.0025190964839515643,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9040596363104152,0.004340545101160521,26.8,0.44721359549995765,25.4,0.5477225575051662,6466.2,0.8366600265341028,0.9997835402192259,8.467317563354426e-05,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,aa,AA,0.9365702640989475,0.002562805655307906,0.9365065520784486,0.0025591689303839016,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9041081437162009,0.004347420533774214,1356.6,17.868967513541435,280.8,9.257429448826496,5391.8,12.617448236469972,0.8336633312043148,0.002025481495509038,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,ra,RA,0.9365436183692493,0.0025953491464331146,0.9364881015574408,0.0025767667030221937,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9041053808948997,0.004351767426493655,1263.0,16.263455967290593,282.4,14.536161804272814,5487.0,21.21320343559641,0.8483826536829054,0.0032601325190237526,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,ja,JA,0.9357129012711238,0.002581584662750016,0.9361123558444635,0.0025716144133066656,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9039958665610752,0.004345291106569409,315.8,11.144505372604021,208.2,6.723094525588644,6360.0,8.396427811873306,0.9833632983604262,0.0013582816742683844,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
