benchmark,network_id,network,domain,family,method_id,method,parameter,parameter_value,is_primary,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
standard,email_eu_core,email-Eu-core,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.929898304520426,0.0029834040612038526,0.9372083502125328,0.0027966968339715077,0.8653755317136687,0.0046357859016482395,0.8653755317136687,0.0046357859016482395,0.8653755317136687,0.0046357859016482395,0.8795910124414528,0.003964537307207439
standard,email_eu_core,email-Eu-core,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.9298250128580691,0.0029822660505292578,0.9371462282260673,0.0027949431265362266,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.879527090744927,0.003900200149346506
standard,email_eu_core,email-Eu-core,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.9298167080432911,0.0029829276308542944,0.9371391257466362,0.0027954989764956573,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.8795262470860251,0.003900193452294923
standard,email_eu_core,email-Eu-core,communication,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.9446596972819019,0.0014615002657886501,0.9465162617725777,0.00111091190675402,0.8809601638139981,0.0017483487882326977,0.8809601638139981,0.0017483487882326977,0.8809601638139981,0.0017483487882326673,0.894937387538968,0.0013803407936274575
standard,email_eu_core,email-Eu-core,communication,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.9420307078810216,0.0014741512170843361,0.943934464966224,0.0011932431181370326,0.876782181048779,0.001522221752314777,0.876782181048779,0.001522221752314777,0.8767821810487793,0.0015222217523147663,0.8911824812331671,0.0011456023972692873
standard,email_eu_core,email-Eu-core,communication,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.9415132868903582,0.0014667704712440078,0.9433990776811407,0.0012282742778171253,0.8764506160620418,0.0013474401749177102,0.8764506160620418,0.0013474401749177102,0.8764506160620418,0.0013474401749177102,0.89086675723106,0.0009348099650850627
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9495116283884073,0.002234824735517467,0.9530385037969789,0.002242163037122082,0.8850056305563253,0.003890970685675957,0.8850056305563253,0.003890970685675957,0.8850056305563253,0.0038909706856759168,0.8978726624948958,0.003140238028989838
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.9564370435593714,0.0020375953022432097,0.958994949449236,0.0017956134844113658,0.8942239069902478,0.0038401460079731027,0.8942239069902478,0.0038401460079731027,0.8942239069902478,0.0038401460079731027,0.9065706369499438,0.00332120537717042
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9190346347097382,0.004396914888918923,0.9310558676551677,0.0027044039172363765,0.8574842410405973,0.004222545070435395,0.8574842410405973,0.004222545070435395,0.8574842410405973,0.004222545070435395,0.8706166137150652,0.00477507493085725
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.9256772071207768,0.003714146649998748,0.9320536412443581,0.00358878577463714,0.8554286041059072,0.007703903253041644,0.8554286041059072,0.007703903253041644,0.8554286041059072,0.007703903253041644,0.870473221587506,0.006423132418422386
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.9494092930131096,0.0023743361144425816,0.9531571312829547,0.0022950481136717574,0.8858016064681016,0.0037788072310557105,0.8858016064681016,0.0037788072310557105,0.8858016064681016,0.0037788072310557105,0.8987288195497543,0.0030987063921880113
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9095760334785201,0.004462669882140108,0.9227764219993781,0.0031608540654385685,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8630992195127964,0.004898652640708381
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.904175002757794,0.004870018027372705,0.9120469361820731,0.004532452353133091,0.8318858404705034,0.007646796972641879,0.8318858404705034,0.007646796972641879,0.8318858404705034,0.007646796972641863,0.848419236012702,0.006334932690492395
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9419426202602713,0.002901970336291745,0.9467518425217454,0.002775605834173283,0.8765171709973563,0.00505410986036926,0.8765171709973563,0.00505410986036926,0.8765171709973563,0.005054109860369282,0.8901303840103253,0.004260495556494092
standard,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9095762150587967,0.004465282271742539,0.9227758275170501,0.0031581479216836643,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8630992195127964,0.004898652640708381
standard,email_univ,email-univ,communication,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.9282186240259753,0.00417978976149357,0.9290667484976673,0.006205596641791181,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.00399210447193789,0.8880754948646683,0.0032262759134763686
standard,email_univ,email-univ,communication,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.9290820504174946,0.004908182292945313,0.9291380173498466,0.006493296779332048,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.00399210447193789,0.8882126885947844,0.003267967637039816
standard,email_univ,email-univ,communication,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.9290820504174946,0.004908182292945313,0.9291380173498466,0.006493296779332048,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.0039921044719378705,0.8684876722029097,0.00399210447193789,0.8882126885947844,0.003267967637039816
standard,email_univ,email-univ,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.9288559420276403,0.002832030460886914,0.9269540711903762,0.003904577322668264,0.8645500729582422,0.00826611148793728,0.8645500729582422,0.00826611148793728,0.8645500729582422,0.00826611148793728,0.8846648536460178,0.0065789004501271495
standard,email_univ,email-univ,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.9287517920884054,0.0028556779909906797,0.9268794310707795,0.0039312111188252105,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8844624347750936,0.006322861108370065
standard,email_univ,email-univ,communication,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.928739058859885,0.0028631203858520016,0.9268711224946588,0.003936518247006404,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8844604846203896,0.00632198254339311
standard,email_univ,email-univ,communication,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.8457098480242907,0.004608905163614752,0.8442847959433282,0.004873362060798599,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316833,0.8094963969716357,0.00429693321034396
standard,email_univ,email-univ,communication,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.8454486588356345,0.004546059332823264,0.8440712029451186,0.004983206311539027,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316833,0.8094741207295163,0.0042892134505061325
standard,email_univ,email-univ,communication,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.8451261972028398,0.004576691954424935,0.8438878262478766,0.005007106629663774,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316761,0.7733283979228359,0.005134328434316833,0.809424663321536,0.00428538774283354
standard,email_univ,email-univ,communication,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9303793470329091,0.00286446910042387,0.9252628218090744,0.003799193187985857,0.8640879146817733,0.006292327853434295,0.8640879146817733,0.006292327853434295,0.8640879146817733,0.006292327853434295,0.885034419759409,0.005293075987391968
standard,email_univ,email-univ,communication,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.9387230902015119,0.004515979652769481,0.933973033365336,0.0052661897208963705,0.8738114780481524,0.005955203079901544,0.8738114780481524,0.005955203079901544,0.8738114780481524,0.005955203079901563,0.893517857631141,0.004965051257145761
standard,email_univ,email-univ,communication,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9189542071146828,0.006502983936222506,0.9233805424275611,0.005368930000253508,0.8638567014291233,0.0041683906480819,0.8638567014291233,0.0041683906480819,0.8638567014291232,0.0041683906480819094,0.8794687258825542,0.006883583132742741
standard,email_univ,email-univ,communication,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.9393299778835139,0.0031130123892434626,0.9379884476026555,0.0039351245442653246,0.865478144714819,0.004798730589216564,0.865478144714819,0.004798730589216564,0.865478144714819,0.004798730589216563,0.8856676361216348,0.00401884414934708
standard,email_univ,email-univ,communication,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.9490058931840757,0.0028736052223776957,0.9458265505031271,0.0038797457136115223,0.8770538281618816,0.0061184531443701975,0.8770538281618816,0.0061184531443701975,0.8770538281618816,0.0061184531443701975,0.896252031010784,0.005083901767796877
standard,email_univ,email-univ,communication,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9196628127715047,0.006497217470516134,0.9232501266716945,0.0039745695827389325,0.8536677610402987,0.006934295888913665,0.8536677610402987,0.006934295888913665,0.8536677610402987,0.006934295888913665,0.8705154098875052,0.009384966612321568
standard,email_univ,email-univ,communication,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.929226293571286,0.0032389862223769755,0.93000435737397,0.004058225939710363,0.8557532402042831,0.004316131127328662,0.8557532402042831,0.004316131127328662,0.8557532402042831,0.004316131127328662,0.8764815069214599,0.0034022085821308144
standard,email_univ,email-univ,communication,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9481105209025003,0.0024911233121341627,0.9453785697691635,0.0035686583232286658,0.8747382086605725,0.0041759287472438456,0.8747382086605725,0.0041759287472438456,0.8747382086605725,0.0041759287472438456,0.8942400286860508,0.0035314533149344773
standard,email_univ,email-univ,communication,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9188036081743318,0.006502436429034725,0.9217697031186439,0.0038316749761167336,0.8529733165958543,0.006291472800971048,0.8529733165958543,0.006291472800971048,0.8529733165958543,0.006291472800971048,0.8699219320768877,0.009144204954213028
standard,power_grid,power-grid,infrastructure,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.7698922947811839,0.010355796488170489,0.7709223929989432,0.010700511397769594,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383937281401394,0.019370849937131195
standard,power_grid,power-grid,infrastructure,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.7698922947811839,0.010355796488170489,0.7709223929989432,0.010700511397769594,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383937281401394,0.019370849937131195
standard,power_grid,power-grid,infrastructure,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.7698922947811839,0.010355796488170489,0.7709223929989432,0.010700511397769594,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383937281401394,0.019370849937131195
standard,power_grid,power-grid,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.7699923811620094,0.009088360497418086,0.7709522375838882,0.010367432998800285,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383116932528553,0.01914520824665665
standard,power_grid,power-grid,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.7700491469762134,0.009139000489998323,0.7709595172918544,0.010380655363725878,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383287581463673,0.019155089512032604
standard,power_grid,power-grid,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.7700491469762134,0.009139000489998323,0.7709595172918544,0.010380655363725878,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7383287581463673,0.019155089512032604
standard,power_grid,power-grid,infrastructure,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.5910268667549531,0.006937431089698193,0.5912908707561002,0.00660570966856615,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.6106267723855059,0.0038192716020480303
standard,power_grid,power-grid,infrastructure,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.5910965165136023,0.006946822897335652,0.5912981726244657,0.006606909938527405,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.6106513511134002,0.0037706778199083717
standard,power_grid,power-grid,infrastructure,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.5911421349882238,0.006849413361515342,0.5913018235586486,0.00659912910516947,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.5544117916323354,0.00602321245164818,0.6106698657632824,0.003795226007296078
standard,power_grid,power-grid,infrastructure,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.6906562754971034,0.0027978880663491116,0.6910452800742162,0.0029736504325912454,0.6166749061613109,0.014002583001200419,0.6166749061613109,0.014002583001200419,0.6166749061613109,0.014002583001200419,0.6800944942820879,0.011353358976334986
standard,power_grid,power-grid,infrastructure,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.7707283825985962,0.01056767097158248,0.771159173254168,0.010777306142703183,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7384819683867189,0.0193821087969369
standard,power_grid,power-grid,infrastructure,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.769255908427667,0.010074311893584934,0.7709381199930143,0.010617905646602843,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.6783301290854161,0.023749985010262337,0.7376475289695799,0.019129800516301268
standard,power_grid,power-grid,infrastructure,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.8104977177240278,0.011941060393954303,0.8107014329053385,0.011102437924266564,0.7261191980225213,0.015765952382493887,0.7261191980225213,0.015765952382493887,0.7261191980225213,0.015765952382493887,0.7790197058664438,0.013489673796708184
standard,power_grid,power-grid,infrastructure,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.8737779167520314,0.009778689970221879,0.8740111134570625,0.009292670257835272,0.8028984711159938,0.01204334787023162,0.8028984711159938,0.01204334787023162,0.8028984711159938,0.012043347870231633,0.8430183933129681,0.010206830607999437
standard,power_grid,power-grid,infrastructure,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.8723999468448372,0.009880821108236452,0.873718020726997,0.009207891494511377,0.8028984711159938,0.01204334787023162,0.8028984711159938,0.01204334787023162,0.8028984711159938,0.012043347870231633,0.8424575518452901,0.010533329329922422
standard,power_grid,power-grid,infrastructure,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.8947587081401499,0.014194045158557394,0.8957901144486566,0.013760390615436754,0.8343403826787512,0.011191395151507032,0.8343403826787512,0.011191395151507032,0.8343403826787512,0.011191395151507032,0.8677997009933586,0.009766715914403017
standard,power_grid,power-grid,infrastructure,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9323993551526811,0.008453043614109366,0.9329838346004783,0.008247028037088017,0.8869339924929049,0.012648015091517993,0.8869339924929049,0.012648015091517993,0.8869339924929049,0.012648015091517986,0.9103637564578275,0.010280217949552395
standard,power_grid,power-grid,infrastructure,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9310297302395609,0.007756063965206994,0.9327551193644685,0.007959075763948517,0.8869339924929049,0.012648015091517993,0.8869339924929049,0.012648015091517993,0.8869339924929049,0.012648015091517986,0.9097932585028309,0.010113532647396114
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.8125898407148406,0.0366536501006167,0.8127876814441567,0.03676901113963352,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.818371967715166,0.04321074896113296
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.8125898407148406,0.0366536501006167,0.8127876814441567,0.03676901113963352,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.818371967715166,0.04321074896113296
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.8125898407148406,0.0366536501006167,0.8127876814441567,0.03676901113963352,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.818371967715166,0.04321074896113296
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.8134572618604997,0.03645191810934667,0.812454084227071,0.03652846844621462,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.8185141071690547,0.043147909046201756
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.8134572618604997,0.03645191810934667,0.812454084227071,0.03652846844621462,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.8185141071690547,0.043147909046201756
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.8134572618604997,0.03645191810934667,0.812454084227071,0.03652846844621462,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.8185141071690547,0.043147909046201756
standard,power_1138_bus,power-1138-bus,infrastructure,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.5918990384615384,0.030447062623695603,0.5918990384615385,0.030447062623695606,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.6216831416141898,0.02134314293189487
standard,power_1138_bus,power-1138-bus,infrastructure,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.5918990384615384,0.030447062623695603,0.5918990384615385,0.030447062623695606,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.6216831416141898,0.02134314293189487
standard,power_1138_bus,power-1138-bus,infrastructure,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.5918990384615384,0.030447062623695603,0.5918990384615385,0.030447062623695606,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.5390384615384616,0.034081503235565455,0.6216831416141898,0.02134314293189487
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.7012713903275009,0.04006043139377223,0.709473667483358,0.04189308376254162,0.6417788461538462,0.045130699106585,0.6417788461538462,0.045130699106585,0.6417788461538462,0.045130699106585,0.7197413391104373,0.03947887240348414
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.8114188673055786,0.035515664793876724,0.8115641815366125,0.036086089100581684,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.8179787882152434,0.04298800800436615
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.8094707960241946,0.03831862331023066,0.8113558212370562,0.036927565110831215,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554535,0.7539903846153846,0.05614295781554539,0.8171234514100961,0.04446762839067805
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.8271259517922053,0.028044313289437545,0.8346215040218196,0.020465666674149504,0.7725480769230769,0.02407413218802515,0.7725480769230769,0.02407413218802515,0.7725480769230769,0.02407413218802519,0.8266071276241032,0.01407065516668766
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.9076125379062276,0.01731765996760851,0.906365321052145,0.01809510078937603,0.850576923076923,0.04442909913808622,0.850576923076923,0.04442909913808622,0.850576923076923,0.04442909913808622,0.8916338715203102,0.031397062765724924
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.905406066906386,0.027186233818546977,0.9058455413276627,0.02229425953777324,0.850576923076923,0.04442909913808622,0.850576923076923,0.04442909913808622,0.850576923076923,0.04442909913808622,0.890710749923285,0.03406723545105495
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.8952982343560423,0.025454928036336096,0.899922799556213,0.020972877199799626,0.8536538461538461,0.016903500204300995,0.8536538461538461,0.016903500204300995,0.8536538461538461,0.016903500204300995,0.886868805831836,0.014981162924338199
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9406498136322122,0.0197008372797416,0.9379668142104289,0.02268887616926741,0.8973076923076924,0.027677342210182067,0.8973076923076924,0.027677342210182067,0.8973076923076923,0.027677342210182077,0.92452864629668,0.01944428173313821
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9375935959229402,0.02976657631344806,0.9364550030048078,0.026264455888595255,0.8879326923076925,0.02253046404939463,0.8879326923076925,0.02253046404939463,0.8879326923076922,0.022530464049394634,0.9170081081498592,0.01893387606792363
