benchmark,network_id,network,domain,fold,family,method_id,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,method,family_scoring_seconds
revision,ego_facebook,ego-Facebook,social,1,local_bayesian,lnb_ra,0.9945507471079217,0.9942675597773651,0.9760095011876485,0.9760095011876485,0.9760095011876485,0.978560886635458,16840,16840,16840,33680,LNB-RA,0.5186187047511339
revision,ego_facebook,ego-Facebook,social,2,local_bayesian,lnb_ra,0.9952551222857154,0.9949261391179219,0.9774927252212127,0.9774927252212127,0.9774927252212127,0.9799240368698081,16839,16839,16839,33678,LNB-RA,0.4863002458587289
revision,ego_facebook,ego-Facebook,social,3,local_bayesian,lnb_ra,0.9952340573132819,0.9947504199768762,0.9776114971197815,0.9776114971197815,0.9776114971197815,0.9800347992797821,16839,16839,16839,33678,LNB-RA,0.49941721092909575
revision,ego_facebook,ego-Facebook,social,4,local_bayesian,lnb_ra,0.995416938622156,0.9954198335337675,0.9776114971197815,0.9776114971197815,0.9776114971197815,0.9800033501077541,16839,16839,16839,33678,LNB-RA,0.5027791778557003
revision,ego_facebook,ego-Facebook,social,5,local_bayesian,lnb_ra,0.9945543149095439,0.994339921964415,0.9745828137062771,0.9745828137062771,0.9745828137062771,0.9773129302134654,16839,16839,16839,33678,LNB-RA,0.49320939229801297
revision,socfb_middlebury45,socfb-Middlebury45,social,1,local_bayesian,lnb_ra,0.9541075415382806,0.9553951501639768,0.8912292249465197,0.8912292249465197,0.8912292249465197,0.9006755150732647,24308,24308,24308,48616,LNB-RA,0.607726788148284
revision,socfb_middlebury45,socfb-Middlebury45,social,2,local_bayesian,lnb_ra,0.9551595546151099,0.9569630992927173,0.8965361197959519,0.8965361197959519,0.8965361197959519,0.9054282428921031,24308,24308,24308,48616,LNB-RA,0.6252171047963202
revision,socfb_middlebury45,socfb-Middlebury45,social,3,local_bayesian,lnb_ra,0.9538081702159766,0.9554676277945188,0.89353299325325,0.89353299325325,0.89353299325325,0.902671719178833,24308,24308,24308,48616,LNB-RA,0.6557057597674429
revision,socfb_middlebury45,socfb-Middlebury45,social,4,local_bayesian,lnb_ra,0.9554026546208415,0.9575005647858136,0.8957956228402172,0.8957956228402172,0.8957956228402172,0.9047692749592342,24308,24308,24308,48616,LNB-RA,0.7379755661822855
revision,socfb_middlebury45,socfb-Middlebury45,social,5,local_bayesian,lnb_ra,0.9566311718647817,0.95788323542656,0.8960381783025466,0.8960381783025466,0.8960381783025466,0.9051427822800705,24307,24307,24307,48614,LNB-RA,0.789511707611382
