benchmark,network_id,network,domain,family,analysis_family,method_id,method,fold_count,mean_distinct_score_count,mean_tie_group_count,mean_tied_candidate_count,mean_tied_candidate_ratio,mean_largest_tie_group,mean_cutoff_tie_size,cutoff_boundary_tie_count,cutoff_boundary_tie_rate
standard,power_1138_bus,power-1138-bus,infrastructure,local_similarity,standard_local,sa,SA,5,17.0,8.0,119.4,0.9298557692307693,102.4,102.4,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,local_similarity,standard_local,so,SO,5,14.2,7.0,121.2,0.9438942307692308,102.4,102.4,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,quasi_local_path,fl,FL-l3,5,10.4,6.4,124.4,0.968798076923077,87.0,87.0,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,quasi_local_path,lpi,LPI-beta-0.001,5,10.4,6.4,124.4,0.968798076923077,87.0,87.0,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_path,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,5,33.8,7.0,101.6,0.7912740384615384,87.0,87.0,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,quasi_local_walk,lrw,LRW-l3,5,24.2,4.6,108.8,0.8474519230769231,99.8,99.8,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,quasi_local_walk,pfp,PFP-l3,5,34.8,6.2,99.8,0.7773798076923077,87.0,87.0,5,1.0
standard,power_1138_bus,power-1138-bus,infrastructure,quasi_local_walk,quasi_local_walk,srw,SRW-l3,5,32.2,7.6,103.8,0.8084855769230769,87.0,87.0,5,1.0
standard,power_grid,power-grid,infrastructure,degree_based,standard_local,pa,PA,5,40.6,31.6,652.6,0.9864011718392384,104.2,64.2,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,car_aa,CAR-AA,5,21.0,3.8,644.4,0.9740025633983338,637.8,637.8,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,car_cn,CAR-CN,5,7.2,4.4,658.8,0.9957685617504348,637.8,637.8,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,car_ra,CAR-RA,5,20.8,4.0,644.8,0.9746067930055846,637.8,637.8,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,fsw,FSW,5,50.8,23.0,633.8,0.9579877323079741,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,ia1,IA1,5,40.6,14.8,635.8,0.9610088803442277,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,ia2,IA2,5,39.0,13.6,636.2,0.9616131099514785,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,lit,LIT-i2,5,59.6,3.0,605.0,0.9144493271079372,600.4,600.4,5,1.0
standard,power_grid,power-grid,infrastructure,enhanced_local,enhanced_local,ra_cni,RA-CNI,5,77.0,22.6,607.2,0.9177817449418658,486.2,486.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_bayesian,local_bayesian,lnb_aa,LNB-AA,5,61.6,19.0,619.0,0.9356193353474321,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_bayesian,local_bayesian,lnb_cn,LNB-CN,5,61.2,19.0,619.4,0.9362235649546828,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_bayesian,local_bayesian,lnb_ra,LNB-RA,5,61.6,19.0,619.0,0.9356193353474321,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,aa,AA,5,40.6,14.8,635.8,0.9610070493454179,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,cn,CN,5,5.8,4.8,660.6,0.9984885104824682,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,hdi,HDI,5,22.6,15.0,654.0,0.9885178064634257,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,hpi,HPI,5,15.0,10.4,657.0,0.9930486130184015,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,ja,JA,5,26.2,16.6,652.0,0.9854902499313376,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,llhn,LLHN,5,36.4,21.6,646.8,0.9776361805364827,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,ra,RA,5,38.8,14.8,637.6,0.9637279135768562,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,sa,SA,5,42.4,22.4,641.6,0.9697747871463884,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,local_similarity,standard_local,so,SO,5,26.2,16.6,652.0,0.9854902499313376,540.2,540.2,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_path,quasi_local_path,fl,FL-l3,5,28.6,16.2,649.2,0.9812569806829625,479.0,479.0,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_path,quasi_local_path,lpi,LPI-beta-0.001,5,28.6,16.2,649.2,0.9812569806829625,479.0,479.0,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_path,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,5,108.4,24.4,577.6,0.8730486130184015,479.0,479.0,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_walk,quasi_local_walk,lrw,LRW-l3,5,78.6,20.0,603.0,0.9114336720681132,532.2,532.2,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_walk,quasi_local_walk,pfp,PFP-l3,5,114.0,27.0,574.6,0.8685022429735421,479.0,479.0,5,1.0
standard,power_grid,power-grid,infrastructure,quasi_local_walk,quasi_local_walk,srw,SRW-l3,5,104.6,27.0,584.0,0.882713540236199,479.0,479.0,5,1.0
standard,socfb_middlebury45,socfb-Middlebury45,social,degree_based,standard_local,pa,PA,5,9533.8,6703.6,45785.4,0.9417841329127367,48.4,25.6,5,1.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,car_aa,CAR-AA,5,28328.0,317.6,20605.2,0.4238392571521442,19897.0,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,car_cn,CAR-CN,5,3818.2,2067.4,46864.8,0.9639868599066874,19897.0,229.2,5,1.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,car_ra,CAR-RA,5,28321.0,323.6,20618.2,0.4241066601845751,19897.0,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,fsw,FSW,5,19322.6,3362.2,32655.2,0.6717020958369322,13586.8,6.4,3,0.6
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,ia1,IA1,5,30848.2,430.8,18198.2,0.37432840900358566,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,ia2,IA2,5,30842.2,428.0,18201.4,0.3743942328169168,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,lit,LIT-i2,5,34766.6,105.6,13954.6,0.2870395476818494,13597.0,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,enhanced_local,enhanced_local,ra_cni,RA-CNI,5,46489.6,125.8,2251.8,0.046318471478452916,1942.6,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_bayesian,local_bayesian,lnb_aa,LNB-AA,5,32080.0,882.8,17418.4,0.35828829438695226,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_bayesian,local_bayesian,lnb_cn,LNB-CN,5,32077.8,883.0,17420.8,0.3583376613584071,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_bayesian,local_bayesian,lnb_ra,LNB-RA,5,32080.0,882.8,17418.4,0.35828829438695226,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,aa,AA,5,30795.4,489.0,18309.2,0.376611626059798,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,cn,CN,5,99.6,87.6,48603.6,0.9997531654812187,13586.8,1457.4,5,1.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,hdi,HDI,5,4591.0,3395.6,47420.2,0.975411192564283,13586.8,46.4,5,1.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,hpi,HPI,5,3457.8,2413.4,47571.2,0.9785171808000749,13586.8,58.0,4,0.8
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,ja,JA,5,6611.8,4149.4,46153.2,0.9493495922201198,13586.8,18.4,4,0.8
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,llhn,LLHN,5,20243.6,5487.4,33859.4,0.6964719197324765,13586.8,8.0,4,0.8
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,ra,RA,5,30767.6,495.2,18343.2,0.3773109898809005,13586.8,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,sa,SA,5,26233.6,5050.0,27432.0,0.5642633076353905,13586.8,1.2,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,standard_local,so,SO,5,6611.8,4149.4,46153.2,0.9493495922201198,13586.8,18.4,4,0.8
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,quasi_local_path,fl,FL-l3,5,20710.0,6726.4,34632.0,0.7123639297113248,1937.2,3.4,2,0.4
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,quasi_local_path,lpi,LPI-beta-0.001,5,19678.2,7443.2,36380.6,0.7483317974110705,1937.2,3.4,2,0.4
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,5,46501.2,119.8,2234.2,0.04595644786734954,1937.2,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,quasi_local_walk,lrw,LRW-l3,5,46533.4,102.0,2184.2,0.04492796277938824,1940.4,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,quasi_local_walk,pfp,PFP-l3,5,46659.2,20.4,1976.8,0.0406618499527995,1937.2,1.0,0,0.0
standard,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,quasi_local_walk,srw,SRW-l3,5,46537.2,101.6,2180.0,0.044841570621653906,1937.2,1.0,0,0.0
