benchmark,network_id,network,domain,fold,family,method_id,method,parameter,parameter_value,is_primary,configuration_scoring_seconds,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,distinct_score_count,tie_group_count,tied_candidate_count,tied_candidate_ratio,largest_tie_group,cutoff_score,cutoff_tie_size,cutoff_tie_positive_count,cutoff_tie_negative_count,cutoff_slots_in_tie,cutoff_tie_crosses_boundary
standard,socfb_middlebury45,socfb-Middlebury45,social,3,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,248.19828092074022,0.9069834497791537,0.9247335567244117,0.8516537765344743,0.8516537765344743,0.8516537765344744,0.860637753860146,24308,24308,24308,48616,48608,8,16,0.0003291097581043278,2,0.0014751333078684983,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,68.30700585385785,0.9112649852541639,0.9199830246424249,0.8426032581866052,0.8426032581866052,0.8426032581866053,0.8540423768562116,24308,24308,24308,48616,4588,3473,47501,0.9770651637321046,1915,44.400000000000006,16,7,9,1,True
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,68.84343472728506,0.9362891488665788,0.9423369990435129,0.8709889748231036,0.8709889748231036,0.8709889748231036,0.8811829109537281,24308,24308,24308,48616,7866,5623,46373,0.9538629257857495,1915,9.0,9,8,1,9,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,69.9643041761592,0.9472276548153528,0.9511171802550716,0.8832483133124898,0.8832483133124898,0.8832483133124899,0.8929784695505864,24308,24308,24308,48616,19660,7433,36389,0.748498436728649,1915,5.332,3,2,1,3,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,72.8211933542043,0.9183123741687202,0.9284292033840628,0.8547391805167023,0.8547391805167023,0.8547391805167023,0.8651473978992285,24308,24308,24308,48616,46534,100,2182,0.044882343261477706,1915,2.315848459051601,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,71.52163071464747,0.918276350212995,0.9284012822634996,0.8546980417969393,0.8546980417969393,0.8546980417969393,0.8651072795182814,24308,24308,24308,48616,46534,100,2182,0.044882343261477706,1915,2.312631813888947,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,71.52310333121568,0.9182728436027734,0.9283984458107135,0.8546980417969393,0.8546980417969393,0.8546980417969393,0.8651069721315557,24308,24308,24308,48616,46534,100,2182,0.044882343261477706,1915,2.3122583878734186,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,enhanced_local,lit,LIT-i2,iterations,2.0,True,10.395378882996738,0.9518174291103151,0.9534061418043887,0.8884317920026329,0.8884317920026329,0.8884317920026329,0.8981927819791516,24308,24308,24308,48616,34813,105,13908,0.28607865723218695,13559,0.04297910955032417,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,enhanced_local,lit,LIT-i4,iterations,4.0,False,20.834291180130094,0.94844216818081,0.9499725285485926,0.8826312325160441,0.8826312325160441,0.8826312325160441,0.8928426268479057,24308,24308,24308,48616,35054,5,13567,0.27906450551258843,13559,0.03924072339874866,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,enhanced_local,lit,LIT-i6,iterations,6.0,False,30.15521090431139,0.9476307581214672,0.9491148121351656,0.8810679611650486,0.8810679611650486,0.8810679611650486,0.8914097263220926,24308,24308,24308,48616,35055,4,13565,0.2790233667928254,13559,0.0385881342381889,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,172.74967348203063,0.9324329187490897,0.939354900499538,0.8673276287641929,0.8673276287641929,0.8673276287641929,0.8775870014558028,24308,24308,24308,48616,46551,99,2164,0.04451209478361033,1917,4.019918849272996e-07,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,srw,SRW-l3,steps,3.0,True,172.74967348203063,0.9517961498077983,0.9561519448764714,0.8922576929405956,0.8922576929405956,0.8922576929405956,0.9012253213554254,24308,24308,24308,48616,46554,98,2160,0.04442981734408425,1915,9.198704416335618e-07,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,172.74967348203063,0.9177710384566016,0.9352688032516933,0.86539410893533,0.86539410893533,0.86539410893533,0.8734715111423468,24308,24308,24308,48616,46687,16,1945,0.04000740496955735,1915,0.0013797528025442376,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,263.091368266847,0.8791743201864058,0.8929317219578191,0.8114201086062202,0.8114201086062202,0.8114201086062202,0.8234971499604563,24308,24308,24308,48616,48613,2,5,0.00010284679940760244,3,3.372954214880667e-07,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,srw,SRW-l5,steps,5.0,False,263.091368266847,0.9373675320062196,0.9440302902762147,0.8744446272831989,0.8744446272831989,0.8744446272831988,0.8842478836359801,24308,24308,24308,48616,48613,2,5,0.00010284679940760244,3,1.6882657233922045e-06,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,263.091368266847,0.9077883683992138,0.9265172099640375,0.8549860128352805,0.8549860128352805,0.8549860128352805,0.8633705888736493,24308,24308,24308,48616,48610,5,11,0.00022626295869672536,3,0.001464946203408228,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,244.97800775105134,0.8416382336156248,0.8595834128532984,0.777110416323844,0.777110416323844,0.777110416323844,0.7896901568562107,24308,24308,24308,48616,48615,1,2,4.1138719763040976e-05,2,3.013959935184309e-07,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,srw,SRW-l7,steps,7.0,False,244.97800775105134,0.9233448933442893,0.9320671800167827,0.8577011683396413,0.8577011683396413,0.8577011683396413,0.8682411051273532,24308,24308,24308,48616,48615,1,2,4.1138719763040976e-05,2,2.37324262680739e-06,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,244.97800775105134,0.9077864783833822,0.9265136982459403,0.8549860128352805,0.8549860128352805,0.8549860128352805,0.8633705546001245,24308,24308,24308,48616,48610,6,12,0.00024683231857824587,2,0.001464946203408228,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,73.09269018098712,0.9097797957349532,0.9181777708879628,0.8395935327271979,0.8395935327271979,0.8395935327271979,0.8513170653470374,24307,24307,24307,48614,4587,3414,47441,0.9758711482289053,1949,44.0,30,17,13,11,True
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,72.45721934176981,0.9357080373011181,0.9412827329698891,0.869173489118361,0.869173489118361,0.869173489118361,0.8795881797584284,24307,24307,24307,48614,7870,5656,46400,0.954457563664788,1949,8.97,5,2,3,4,True
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,69.5347173716873,0.9472340515603086,0.9505027433014859,0.8805282428929938,0.8805282428929938,0.8805282428929938,0.8906389872155402,24307,24307,24307,48614,19727,7411,36298,0.7466573415065619,1949,5.315,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,70.96490752976388,0.9178402538207041,0.9278986306606654,0.8534167112354466,0.8534167112354466,0.8534167112354466,0.8639589634893928,24307,24307,24307,48614,46478,133,2269,0.04667379767145267,1949,2.3112088412573364,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,69.15055416896939,0.9178028347043263,0.9278696984927053,0.8533755708232197,0.8533755708232197,0.8533755708232197,0.8639191105207824,24307,24307,24307,48614,46478,133,2269,0.04667379767145267,1949,2.3074527940743015,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,68.48509501991794,0.9177991772195335,0.927866921045202,0.8533755708232197,0.8533755708232197,0.8533755708232197,0.8639187737063301,24307,24307,24307,48614,46478,133,2269,0.04667379767145267,1949,2.307002958726724,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,enhanced_local,lit,LIT-i2,iterations,2.0,True,11.403751415200531,0.951243556788258,0.952031136611626,0.8842308799934175,0.8842308799934175,0.8842308799934175,0.8945065009281519,24307,24307,24307,48614,34784,104,13934,0.28662525198502486,13567,0.04244665406478045,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,enhanced_local,lit,LIT-i4,iterations,4.0,False,18.901473206002265,0.9476381643153349,0.9483453216018398,0.8791706092895051,0.8791706092895051,0.8791706092895051,0.8897968155843785,24307,24307,24307,48614,35046,3,13571,0.279158267165837,13567,0.0390499129031866,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,enhanced_local,lit,LIT-i6,iterations,6.0,False,31.042590216733515,0.9468364682461191,0.9474855221909941,0.8778541160982433,0.8778541160982433,0.8778541160982433,0.8885826320864135,24307,24307,24307,48614,35047,2,13569,0.27911712675361006,13567,0.03838915170104985,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,180.10272221127525,0.9330922453799496,0.9393876878162342,0.8664170814991566,0.8664170814991566,0.8664170814991566,0.876901537061979,24307,24307,24307,48614,46541,95,2168,0.044596206853992675,1951,3.999346662922982e-07,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,srw,SRW-l3,steps,3.0,True,180.10272221127525,0.9528339679603965,0.9563696373981692,0.8912658904842227,0.8912658904842227,0.8912658904842227,0.9004948921945618,24307,24307,24307,48614,46545,94,2163,0.044493355823425354,1949,9.067634397843356e-07,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,180.10272221127525,0.9224589364109408,0.9371761295857416,0.8668696260336528,0.8668696260336528,0.8668696260336528,0.8756656194840479,24307,24307,24307,48614,46638,29,2005,0.04124326325749784,1949,0.0013748181628296604,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,265.54010663181543,0.8791998373627703,0.8927988587124623,0.8098078742749002,0.8098078742749002,0.8098078742749003,0.8221511115099648,24307,24307,24307,48614,48612,1,3,6.171061834039578e-05,3,3.3353389702566986e-07,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,srw,SRW-l5,steps,5.0,False,265.54010663181543,0.9382115870180393,0.9441466816300396,0.8743571810589542,0.8743571810589542,0.8743571810589542,0.8843135854891381,24307,24307,24307,48614,48612,1,3,6.171061834039578e-05,3,1.6783061088831977e-06,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,265.54010663181543,0.9129128016197834,0.9289084884007014,0.8575718928703666,0.8575718928703666,0.8575718928703666,0.866611383250946,24307,24307,24307,48614,48607,6,13,0.00026741267947504835,3,0.001469075930459288,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,242.59794145822525,0.8410245641938083,0.8589801941572562,0.7754144896531864,0.7754144896531864,0.7754144896531864,0.7882153397351046,24307,24307,24307,48614,48614,0,0,0.0,1,2.9946740403455415e-07,1,0,1,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,srw,SRW-l7,steps,7.0,False,242.59794145822525,0.923960403474376,0.9321182081183523,0.8576130332825935,0.8576130332825935,0.8576130332825935,0.8682937685520572,24307,24307,24307,48614,48614,0,0,0.0,1,2.3598867458763743e-06,1,1,0,1,False
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,242.59794145822525,0.912910481174614,0.9289044686335958,0.8575718928703666,0.8575718928703666,0.8575718928703666,0.8666113050624895,24307,24307,24307,48614,48609,5,10,0.00020570206113465256,2,0.001469075930459288,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.7644409639760852,0.9819701496244864,0.9820409079775828,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9731671348135406,1853,1853,1853,3706,667,246,3285,0.886400431732326,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.7747843442484736,0.9825042429310552,0.9823783080717694,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9732351077916478,1853,1853,1853,3706,867,167,3006,0.8111171073934161,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.7958564003929496,0.9825042429310553,0.9823783080717694,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9732351077916478,1853,1853,1853,3706,881,156,2981,0.8043712898003238,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.7468898640945554,0.9822573627927028,0.982031733956895,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9731851978879016,1853,1853,1853,3706,1672,64,2098,0.5661090124123044,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.612744502723217,0.9822467637518235,0.9820229967943351,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9731839388189333,1853,1853,1853,3706,1673,63,2096,0.565569347004857,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.49965822184458375,0.9822463848631449,0.9820227055555831,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9731838921476593,1853,1853,1853,3706,1673,63,2096,0.565569347004857,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.3664132016710937,0.9286282668677117,0.9284306978459109,0.8801942795466811,0.8801942795466811,0.8801942795466811,0.8990098139716339,1853,1853,1853,3706,1493,48,2261,0.6100917431192661,2106,0.0,2106,262,1844,253,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.7842687098309398,0.9283908299501995,0.9282635268022655,0.8801942795466811,0.8801942795466811,0.8801942795466811,0.8989807938141209,1853,1853,1853,3706,1549,35,2192,0.5914732865623313,2106,0.0,2106,262,1844,253,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,enhanced_local,lit,LIT-i6,iterations,6.0,False,1.2598772128112614,0.9282916762150786,0.9281924645467787,0.8801942795466811,0.8801942795466811,0.8801942795466811,0.8989687014932506,1853,1853,1853,3706,1552,32,2186,0.5898542903399892,2106,0.0,2106,262,1844,253,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.8181462646462023,0.9511676215190323,0.950026488164494,0.9125742039935241,0.9125742039935241,0.9125742039935241,0.926457063215057,1853,1853,1853,3706,1576,71,2201,0.5939017808958446,1977,0.0,1977,176,1801,124,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.8181462646462023,0.9835198941765215,0.9831024732286059,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9733327195787719,1853,1853,1853,3706,1650,68,2124,0.5731246627091203,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.8181462646462023,0.9826593777567698,0.9824419437390803,0.9681597409606044,0.9681597409606044,0.9681597409606044,0.9732291492532076,1853,1853,1853,3706,1698,54,2062,0.5563950350782515,1860,0.0,1860,59,1801,7,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,9.498607877176255,0.9876317411992583,0.9853196738475464,0.9568267674042094,0.9568267674042094,0.9568267674042094,0.9636687028663877,1853,1853,1853,3706,2338,25,1393,0.375876956287102,1343,1.3157343843466958e-07,1,1,0,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,srw,SRW-l5,steps,5.0,False,9.498607877176255,0.9929534458182534,0.9915127202893516,0.9686994063680519,0.9686994063680519,0.9686994063680519,0.9737710363617865,1853,1853,1853,3706,2350,26,1382,0.3729087965461414,1330,4.426184122342124e-07,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,9.498607877176255,0.9913766863099738,0.9901390927155654,0.9660010793308149,0.9660010793308149,0.9660010793308149,0.9713788811092301,1853,1853,1853,3706,2324,32,1414,0.3815434430652995,1330,0.0007575757575757575,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,29.17582840891555,0.9907157881612568,0.988292202169787,0.9584457636265515,0.9584457636265515,0.9584457636265515,0.965000861767222,1853,1853,1853,3706,3242,19,483,0.13032919589854292,446,2.3485833604440335e-07,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,srw,SRW-l7,steps,7.0,False,29.17582840891555,0.9944011159322306,0.9929234808040169,0.9686994063680519,0.9686994063680519,0.9686994063680519,0.9737579706335547,1853,1853,1853,3706,3248,18,476,0.12844036697247707,441,1.0321399037516363e-06,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,1,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,29.17582840891555,0.9929071507794838,0.9916364967589495,0.9665407447382622,0.9665407447382622,0.9665407447382622,0.9718274470863957,1853,1853,1853,3706,3212,33,527,0.14220183486238533,441,0.0008584019688878847,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.6019682721234858,0.9822364583213046,0.982089107991038,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723806757786667,1853,1853,1853,3706,669,259,3296,0.8893685914732865,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.6010517347604036,0.9822361036775518,0.9820869237003981,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723803093347447,1853,1853,1853,3706,843,200,3063,0.8264975715056665,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.5398266771808267,0.9822361050407562,0.9820869237003981,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723803093347447,1853,1853,1853,3706,868,180,3018,0.8143550998381004,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.42726826202124357,0.9819690184866503,0.9818047133497145,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723374212307323,1853,1853,1853,3706,1690,52,2068,0.5580140313005937,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.5732346409931779,0.9819502296714863,0.9817913163671228,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723350870188943,1853,1853,1853,3706,1690,52,2068,0.5580140313005937,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.6434782412834466,0.9819497530168184,0.9817910251283708,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9723350244316518,1853,1853,1853,3706,1690,52,2068,0.5580140313005937,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.454252558760345,0.939682444932,0.9396441178946119,0.8915272531030761,0.8915272531030761,0.8915272531030761,0.9087016737236783,1853,1853,1853,3706,1531,49,2224,0.6001079330814895,2068,0.0,2068,221,1847,215,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.9001529295928776,0.9394941084392197,0.9395194677087578,0.8915272531030761,0.8915272531030761,0.8915272531030761,0.9086783256518671,1853,1853,1853,3706,1594,31,2143,0.5782514840798705,2068,0.0,2068,221,1847,215,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,enhanced_local,lit,LIT-i6,iterations,6.0,False,1.4129008818417788,0.9394400321541165,0.9394827716260065,0.8915272531030761,0.8915272531030761,0.8915272531030761,0.9086716463403139,1853,1853,1853,3706,1591,35,2150,0.5801403130059363,2068,0.0,2068,221,1847,215,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.8953178287483752,0.9573550632980099,0.9566444519454603,0.9190501888828926,0.9190501888828926,0.9190501888828926,0.9319624387050628,1853,1853,1853,3706,1596,63,2173,0.5863464651915812,1963,0.0,1963,153,1810,110,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.8953178287483752,0.9827043533035479,0.9823739394904895,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9724256855917317,1853,1853,1853,3706,1667,54,2093,0.5647598488936859,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.8953178287483752,0.9812420816206702,0.9813052388900425,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9722471927474021,1853,1853,1853,3706,1710,51,2047,0.5523475445223961,1872,0.0,1872,62,1810,19,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,8.082996483892202,0.988144094673918,0.9859721942713919,0.963302752293578,0.963302752293578,0.963302752293578,0.9691242543629919,1853,1853,1853,3706,2298,15,1423,0.38397193739881275,1393,1.312503637293317e-07,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,srw,SRW-l5,steps,5.0,False,8.082996483892202,0.9921449035272516,0.9905830861929824,0.9697787371829466,0.9697787371829466,0.9697787371829466,0.9746723884477662,1853,1853,1853,3706,2308,16,1414,0.3815434430652995,1382,3.8339856237146384e-07,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,8.082996483892202,0.989683958894178,0.9886612016685651,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9721709605045848,1853,1853,1853,3706,2284,25,1447,0.3904479222881813,1382,0.0005769175811614083,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,29.37700879899785,0.9925113621692015,0.9906436638533974,0.9643820831084727,0.9643820831084727,0.9643820831084727,0.9700216697067869,1853,1853,1853,3706,3225,11,492,0.13275769023205614,471,2.2060285162114204e-07,1,1,0,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,srw,SRW-l7,steps,7.0,False,29.37700879899785,0.9944558537212204,0.9928835810949936,0.9697787371829466,0.9697787371829466,0.9697787371829466,0.974663869408339,1853,1853,1853,3706,3225,12,493,0.13302752293577982,469,8.634895941337296e-07,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,2,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,29.37700879899785,0.9916365753049072,0.9903474740426182,0.9670804101457097,0.9670804101457097,0.9670804101457097,0.9721692128952822,1853,1853,1853,3706,3197,25,534,0.14409066378845117,469,0.0006424650976677329,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.7653507180511951,0.9867321771956816,0.9867592669986596,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.979578927203752,1853,1853,1853,3706,698,251,3259,0.87938478143551,1850,0.1,54,22,32,51,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.7737869750708342,0.986896076291411,0.9868651322850098,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.9795990939605281,1853,1853,1853,3706,866,203,3043,0.8211009174311926,1850,0.01,54,22,32,51,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.7784829051233828,0.9868960762914111,0.9868651322850098,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.9795990939605281,1853,1853,1853,3706,892,185,2999,0.8092282784673502,1850,0.001,54,22,32,51,True
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.7322581713087857,0.9868129289978728,0.9866753902380848,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.9795687301353682,1853,1853,1853,3706,1706,69,2069,0.5582838640043173,1850,0.007416267942583728,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.651987322140485,0.9868057923421735,0.986670439179301,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.9795678830935645,1853,1853,1853,3706,1708,67,2065,0.5572045331894225,1850,0.007200956937799039,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.7987898937426507,0.9868049545230146,0.986669856701797,0.9757150566648678,0.9757150566648678,0.9757150566648678,0.9795677800709263,1853,1853,1853,3706,1708,67,2065,0.5572045331894225,1850,0.00717942583732057,1,0,1,1,False
standard,ca_grqc,ca-GrQc,scientific_collaboration,3,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.592980561312288,0.9390660484384686,0.9389007309801437,0.8899082568807339,0.8899082568807339,0.8899082568807339,0.9073669356325806,1853,1853,1853,3706,1530,58,2234,0.6028062601187264,2069,0.0,2069,224,1845,216,True
