benchmark,network_id,network,domain,fold,family,method_id,method,parameter,parameter_value,is_primary,configuration_scoring_seconds,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,distinct_score_count,tie_group_count,tied_candidate_count,tied_candidate_ratio,largest_tie_group,cutoff_score,cutoff_tie_size,cutoff_tie_positive_count,cutoff_tie_negative_count,cutoff_slots_in_tie,cutoff_tie_crosses_boundary
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.23206201009452343,0.9661152728619248,0.9660382046458915,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9471228988599075,3233,3233,3233,6466,487,191,6170,0.9542220847510052,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.23333914438262582,0.9662149183923769,0.9657921819804255,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9471161532350055,3233,3233,3233,6466,2735,118,3849,0.5952675533560161,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.22970141703262925,0.9662124011181648,0.9657905555424272,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9471158561736037,3233,3233,3233,6466,2735,118,3849,0.5952675533560161,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.24511509900912642,0.9662118624836127,0.9657902685239569,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9471157888108173,3233,3233,3233,6466,2735,118,3849,0.5952675533560161,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.4334623250178993,0.8849493321044433,0.8850893809002027,0.8162697185276833,0.8162697185276833,0.8162697185276832,0.8415969552718441,3233,3233,3233,6466,2379,56,4143,0.640736158366842,3964,0.0,3964,738,3226,731,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.993068850133568,0.8848385263028817,0.88504030074178,0.8162697185276833,0.8162697185276833,0.8162697185276832,0.8415821822187646,3233,3233,3233,6466,2445,39,4060,0.6278997834828333,3964,0.0,3964,738,3226,731,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,enhanced_local,lit,LIT-i6,iterations,6.0,False,1.259107036050409,0.8848011498011179,0.8850205921401522,0.8162697185276833,0.8162697185276833,0.8162697185276832,0.8415774817497286,3233,3233,3233,6466,2442,37,4061,0.6280544386019177,3964,0.0,3964,738,3226,731,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,1.9628343903459609,0.9227326223191933,0.9213831056527425,0.8666872873492113,0.8666872873492113,0.8666872873492113,0.8855952793354198,3233,3233,3233,6466,2511,149,4104,0.6347046087225487,3647,0.0,3647,489,3158,414,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,srw,SRW-l3,steps,3.0,True,1.9628343903459609,0.9670621725725173,0.9664685888421188,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9472116734629458,3233,3233,3233,6466,2695,136,3907,0.6042375502629137,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,1.9628343903459609,0.9660481227659738,0.9657964872574802,0.9381379523662233,0.9381379523662233,0.9381379523662233,0.9470909579377249,3233,3233,3233,6466,2753,117,3830,0.5923291060934117,3365,0.0,3365,207,3158,132,True
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,39.535459036938846,0.9825015510811295,0.9791762837786058,0.9474172595112899,0.9474172595112899,0.9474172595112899,0.9549227892021208,3233,3233,3233,6466,4106,31,2391,0.3697803897309001,2330,3.8825216467725354e-08,1,0,1,1,False
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,srw,SRW-l5,steps,5.0,False,39.535459036938846,0.9866333660018457,0.9837602557678993,0.9536034642746675,0.9536034642746675,0.9536034642746675,0.9603733626474528,3233,3233,3233,6466,4122,31,2375,0.367305907825549,2313,7.956878769952049e-08,1,0,1,1,False
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,39.535459036938846,0.9846807828977164,0.9821892601706669,0.9480358799876276,0.9480358799876276,0.9480358799876276,0.9554645725701236,3233,3233,3233,6466,4046,59,2479,0.38339004021033096,2313,0.00028862847222222213,1,1,0,1,False
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,138.12756735319272,0.9872924604876815,0.9843318530515182,0.9486545004639654,0.9486545004639654,0.9486545004639654,0.9559427445490835,3233,3233,3233,6466,5765,23,724,0.11197030621713579,680,6.304796648280493e-08,1,0,1,1,False
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,srw,SRW-l7,steps,7.0,False,138.12756735319272,0.9899504793836434,0.9869363543239189,0.9536034642746675,0.9536034642746675,0.9536034642746675,0.9603674294420633,3233,3233,3233,6466,5766,23,723,0.11181565109805135,678,2.1281085732696218e-07,1,1,0,1,False
standard,ca_hepth,ca-HepTh,scientific_collaboration,5,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,138.12756735319272,0.9877036518702813,0.9849161269842425,0.9477265697494587,0.9477265697494587,0.9477265697494587,0.9551959128625904,3233,3233,3233,6466,5676,64,854,0.1320754716981132,678,0.0003454844683749431,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,3.3023520400747657,0.9240202504837864,0.9329720381660322,0.8610742705570292,0.8610742705570292,0.8610742705570292,0.875178962002591,3016,3016,3016,6032,1642,877,5267,0.8731763925729443,313,17.1,10,7,3,9,True
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,2.9159930148161948,0.9384350246887418,0.9448216387049794,0.8756631299734748,0.8756631299734748,0.8756631299734748,0.8889765313192735,3016,3016,3016,6032,2481,1002,4553,0.7548076923076923,313,4.54,2,1,1,1,True
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,3.168234650976956,0.9417281311900096,0.946773540674317,0.8769893899204244,0.8769893899204244,0.8769893899204244,0.8904092740232471,3016,3016,3016,6032,3219,611,3424,0.5676392572944297,313,3.144,2,1,1,2,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,3.6288408427499235,0.9302687536425116,0.9390360165764903,0.8703580901856764,0.8703580901856764,0.8703580901856764,0.8833223271353002,3016,3016,3016,6032,5701,19,350,0.058023872679045095,313,2.0977288604760607,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,3.472345106769353,0.9301954528657563,0.9389740130444877,0.870026525198939,0.870026525198939,0.870026525198939,0.8830337598259317,3016,3016,3016,6032,5701,19,350,0.058023872679045095,313,2.0877736789949872,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,3.189003103878349,0.9301859136388759,0.9389663175706577,0.870026525198939,0.870026525198939,0.870026525198939,0.8830326535107033,3016,3016,3016,6032,5701,19,350,0.058023872679045095,313,2.087123808367828,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,1,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.6909462558105588,0.942314650696106,0.9457267363627407,0.881631299734748,0.881631299734748,0.881631299734748,0.8949338914573769,3016,3016,3016,6032,4054,10,1988,0.3295755968169761,1970,0.050440559482857146,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,enhanced_local,lit,LIT-i4,iterations,4.0,False,1.6232585501857102,0.9396864075622158,0.9433249789803628,0.8779840848806366,0.8779840848806366,0.8779840848806366,0.8916024635010078,3016,3016,3016,6032,4063,1,1970,0.3265915119363395,1970,0.04728628981042576,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,1,enhanced_local,lit,LIT-i6,iterations,6.0,False,2.5332296080887318,0.9391720013391864,0.942831809043193,0.8779840848806366,0.8779840848806366,0.8779840848806366,0.8915790718088066,3016,3016,3016,6032,4062,2,1972,0.3269230769230769,1970,0.04637126930929672,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,6.924718199763447,0.9493322454010683,0.9545494322059538,0.8879310344827587,0.8879310344827587,0.8879310344827587,0.898122705028219,3016,3016,3016,6032,5705,14,341,0.05653183023872679,314,3.4409423811794836e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,srw,SRW-l3,steps,3.0,True,6.924718199763447,0.9553281655838237,0.9595528094196117,0.8958885941644562,0.8958885941644562,0.8958885941644562,0.9065231158297434,3016,3016,3016,6032,5706,14,340,0.05636604774535809,313,7.25518074806492e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,6.924718199763447,0.9208893926808875,0.9336398403914754,0.8610742705570292,0.8610742705570292,0.8610742705570292,0.8739402007875787,3016,3016,3016,6032,5719,2,315,0.052221485411140585,313,0.0024772960890373616,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,10.649621417745948,0.9287159090771616,0.936471115148914,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8741856711275128,3016,3016,3016,6032,6031,1,2,0.0003315649867374005,2,3.243054368059759e-06,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,srw,SRW-l5,steps,5.0,False,10.649621417745948,0.949821577059322,0.9550129196012074,0.8892572944297082,0.8892572944297082,0.8892572944297082,0.900368578299642,3016,3016,3016,6032,6031,1,2,0.0003315649867374005,2,1.4840798861875289e-05,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,10.649621417745948,0.9128158346034414,0.9267957608053248,0.8570954907161804,0.8570954907161804,0.8570954907161804,0.8693735214653822,3016,3016,3016,6032,6029,3,6,0.0009946949602122016,2,0.00269641102036366,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,10.797224808018655,0.9086972899489815,0.9179097422060242,0.8408488063660478,0.8408488063660478,0.8408488063660478,0.8542886838548173,3016,3016,3016,6032,6032,0,0,0.0,1,2.859184981984797e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,srw,SRW-l7,steps,7.0,False,10.797224808018655,0.9434672103307662,0.9494986728605703,0.8809681697612732,0.8809681697612732,0.8809681697612732,0.8927700326530179,3016,3016,3016,6032,6032,0,0,0.0,1,2.151241918264387e-05,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,1,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,10.797224808018655,0.9128113188348803,0.9267867461074095,0.8570954907161804,0.8570954907161804,0.8570954907161804,0.8693735214653822,3016,3016,3016,6032,6030,2,4,0.000663129973474801,2,0.00269641102036366,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,4.253304537851363,0.9185457705871533,0.926914161166968,0.8521220159151194,0.8521220159151194,0.8521220159151194,0.8673830536298741,3016,3016,3016,6032,1657,881,5256,0.8713527851458885,303,17.1,5,2,3,1,True
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,3.6626790519803762,0.9365153480964513,0.941969256362178,0.871684350132626,0.871684350132626,0.8716843501326259,0.8857828040781186,3016,3016,3016,6032,2528,1014,4518,0.7490053050397878,303,4.65,3,2,1,3,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,3.665850330144167,0.9409778770278494,0.944799321830872,0.8743368700265252,0.8743368700265252,0.8743368700265252,0.8886005249385425,3016,3016,3016,6032,3281,613,3364,0.5576923076923077,303,3.173,5,0,5,5,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,3.7099599670618773,0.9247249499268206,0.93245012013734,0.8590848806366048,0.8590848806366048,0.8590848806366048,0.8738674255128663,3016,3016,3016,6032,5710,19,341,0.05653183023872679,303,2.0964138882798107,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,3.2481540190055966,0.9246543456597252,0.9323917444715716,0.8590848806366048,0.8590848806366048,0.8590848806366048,0.8738596931029801,3016,3016,3016,6032,5710,19,341,0.05653183023872679,303,2.0927621195974777,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,3.512892683967948,0.9246455727397469,0.9323838291270607,0.8590848806366048,0.8590848806366048,0.8590848806366048,0.8738587974678067,3016,3016,3016,6032,5710,19,341,0.05653183023872679,303,2.0923969427292444,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.7787897381931543,0.9450404218448749,0.9450363424248391,0.8806366047745358,0.8806366047745358,0.8806366047745358,0.8949409414577686,3016,3016,3016,6032,4136,6,1902,0.3153183023872679,1892,0.05232073111317576,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,enhanced_local,lit,LIT-i4,iterations,4.0,False,1.6305708149448037,0.9423718219293217,0.9421825309226125,0.8753315649867374,0.8753315649867374,0.8753315649867374,0.8902756415333373,3016,3016,3016,6032,4141,1,1892,0.3136604774535809,1892,0.048423728234445615,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,enhanced_local,lit,LIT-i6,iterations,6.0,False,2.330717188771814,0.9417927991615764,0.9415635949559905,0.875,0.875,0.875,0.8899545213119862,3016,3016,3016,6032,4141,1,1892,0.3136604774535809,1892,0.04813000872818399,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,7.4845510590821505,0.9457841930347337,0.9493325605611804,0.879973474801061,0.879973474801061,0.879973474801061,0.8937603975847679,3016,3016,3016,6032,5712,15,335,0.05553713527851459,306,3.391384140863538e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,srw,SRW-l3,steps,3.0,True,7.4845510590821505,0.9537679033266595,0.9560002488936107,0.8875994694960212,0.8875994694960212,0.8875994694960212,0.9010611027811912,3016,3016,3016,6032,5715,15,332,0.055039787798408485,303,7.4341196745922e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,7.4845510590821505,0.9119556074898807,0.9266018898324762,0.8524535809018567,0.8524535809018567,0.8524535809018567,0.8631581686135817,3016,3016,3016,6032,5728,3,307,0.05089522546419098,303,0.0025925217554306408,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,9.75724970176816,0.9196407656076859,0.926787130881101,0.8444960212201591,0.8444960212201591,0.8444960212201591,0.8610758081026808,3016,3016,3016,6032,6029,2,5,0.0008289124668435014,3,3.1981332750217125e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,srw,SRW-l5,steps,5.0,False,9.75724970176816,0.9455437785387575,0.9493791731455228,0.8806366047745358,0.8806366047745358,0.8806366047745358,0.8942769301263244,3016,3016,3016,6032,6029,2,5,0.0008289124668435014,3,1.426818890449676e-05,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,9.75724970176816,0.9022018782548129,0.9183348621674676,0.8464854111405835,0.8464854111405835,0.8464854111405835,0.857028216918496,3016,3016,3016,6032,6028,3,7,0.0011604774535809018,3,0.0027679280927981487,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,11.03990195505321,0.8968164907460376,0.9058586301880686,0.8226127320954907,0.8226127320954907,0.8226127320954907,0.8402180967598126,3016,3016,3016,6032,6031,1,2,0.0003315649867374005,2,2.8832337546223948e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,srw,SRW-l7,steps,7.0,False,11.03990195505321,0.937180029684064,0.9423594718530348,0.868368700265252,0.868368700265252,0.868368700265252,0.8830223593189878,3016,3016,3016,6032,6031,1,2,0.0003315649867374005,2,2.07740350320731e-05,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,2,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,11.03990195505321,0.9021988413685982,0.9183277163703396,0.8464854111405835,0.8464854111405835,0.8464854111405835,0.857028216918496,3016,3016,3016,6032,6030,2,4,0.000663129973474801,2,0.0027679280927981487,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,3.542239272966981,0.9224851753084959,0.9306299207058378,0.8544429708222812,0.8544429708222812,0.8544429708222812,0.8697269543041884,3016,3016,3016,6032,1606,904,5330,0.8836206896551724,323,17.0,5,5,0,3,True
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,3.427934837061912,0.9383912069849067,0.9442135313693898,0.871684350132626,0.871684350132626,0.8716843501326259,0.8859667354623048,3016,3016,3016,6032,2525,997,4504,0.746684350132626,323,4.5600000000000005,5,1,4,2,True
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,3.7044545807875693,0.9420986699649032,0.9465436658774774,0.8726790450928382,0.8726790450928382,0.8726790450928382,0.8872881359477289,3016,3016,3016,6032,3226,631,3437,0.5697944297082228,323,3.153,2,1,1,1,True
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,3.335220739711076,0.9306804561740105,0.9371059367722281,0.8650530503978779,0.8650530503978779,0.8650530503978779,0.8795831825265307,3016,3016,3016,6032,5693,17,356,0.059018567639257294,323,2.079889778985025,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,4.2397925541736186,0.9306028825450743,0.9370421742747788,0.8650530503978779,0.8650530503978779,0.8650530503978779,0.8795747249193876,3016,3016,3016,6032,5693,17,356,0.059018567639257294,323,2.073778410633339,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,3.2368459263816476,0.9305924858927432,0.9370337092535654,0.8650530503978779,0.8650530503978779,0.8650530503978779,0.8795736276968396,3016,3016,3016,6032,5693,17,356,0.059018567639257294,323,2.073284540290769,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.7079648906365037,0.9445968929683228,0.9469710395133997,0.8836206896551724,0.8836206896551724,0.8836206896551724,0.8971534230958208,3016,3016,3016,6032,4089,14,1957,0.3244363395225464,1929,0.049948446548222274,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,enhanced_local,lit,LIT-i4,iterations,4.0,False,1.4211233211681247,0.9420315387685124,0.9445035407974445,0.8786472148541115,0.8786472148541115,0.8786472148541115,0.8927264458080856,3016,3016,3016,6032,4103,2,1931,0.3201259946949602,1929,0.048449106741136005,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,enhanced_local,lit,LIT-i6,iterations,6.0,False,2.509919940959662,0.9415619323106407,0.9440253220665733,0.8776525198938993,0.8776525198938993,0.8776525198938993,0.8918475464442062,3016,3016,3016,6032,4103,2,1931,0.3201259946949602,1929,0.047733966715746604,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,8.116446638014168,0.9500786167365034,0.9525337677391665,0.8826259946949602,0.8826259946949602,0.8826259946949603,0.8965520191305015,3016,3016,3016,6032,5692,15,355,0.0588527851458886,326,3.356945210558123e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,srw,SRW-l3,steps,3.0,True,8.116446638014168,0.9564793411875098,0.9588159678003785,0.8942307692307693,0.8942307692307693,0.8942307692307693,0.9069028773322811,3016,3016,3016,6032,5695,15,352,0.058355437665782495,323,7.254451766937742e-06,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,8.116446638014168,0.91826406204562,0.9310904398468997,0.8570954907161804,0.8570954907161804,0.8570954907161804,0.8706920699498661,3016,3016,3016,6032,5708,3,327,0.05421087533156499,323,0.002579814372892918,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,10.967867149971426,0.9259567487772395,0.9308098848581217,0.8521220159151194,0.8521220159151194,0.8521220159151194,0.8683808049339046,3016,3016,3016,6032,6032,0,0,0.0,1,3.1852256536145218e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,srw,SRW-l5,steps,5.0,False,10.967867149971426,0.9496009567803367,0.9526462315924265,0.8829575596816976,0.8829575596816976,0.8829575596816976,0.896710172219428,3016,3016,3016,6032,6032,0,0,0.0,1,1.4421864848383822e-05,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,10.967867149971426,0.9087533744887635,0.9223682798725102,0.846816976127321,0.846816976127321,0.846816976127321,0.8610670198300642,3016,3016,3016,6032,6029,3,6,0.0009946949602122016,2,0.002809350602761831,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,10.780338456854224,0.9038653784870082,0.9101287386810573,0.830238726790451,0.830238726790451,0.8302387267904511,0.8476871478029758,3016,3016,3016,6032,6032,0,0,0.0,1,2.9365759847758327e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,srw,SRW-l7,steps,7.0,False,10.780338456854224,0.9420833272836633,0.9459428142743564,0.875,0.875,0.875,0.8892458966463472,3016,3016,3016,6032,6032,0,0,0.0,1,2.104503082449436e-05,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,3,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,10.780338456854224,0.9087524119430834,0.9223660811657016,0.846816976127321,0.846816976127321,0.846816976127321,0.8610670198300642,3016,3016,3016,6032,6029,3,6,0.0009946949602122016,2,0.002809350602761831,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,3.4113263287581503,0.9254832906653752,0.9331590381801039,0.8587533156498673,0.8587533156498673,0.8587533156498673,0.8736906887054418,3016,3016,3016,6032,1589,885,5328,0.883289124668435,332,16.5,7,4,3,5,True
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,2.957393726799637,0.9418268059342997,0.9467978363845521,0.8829575596816976,0.8829575596816976,0.8829575596816976,0.895851443035508,3016,3016,3016,6032,2459,995,4568,0.7572944297082228,332,4.4,6,4,2,2,True
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,3.3256130078807473,0.9456499328928991,0.9490634938154775,0.8809681697612732,0.8809681697612732,0.8809681697612732,0.8946677763014977,3016,3016,3016,6032,3204,629,3457,0.5731100795755968,332,3.1310000000000002,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,3.564380911178887,0.9319677450602297,0.9393143178907893,0.8693633952254642,0.8693633952254642,0.8693633952254642,0.8832545013281389,3016,3016,3016,6032,5685,17,364,0.0603448275862069,332,1.9862226183710658,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,3.055988223757595,0.9318988690208171,0.9392520944881059,0.8693633952254642,0.8693633952254642,0.8693633952254642,0.883247776428052,3016,3016,3016,6032,5685,17,364,0.0603448275862069,332,1.982006611746546,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,2.973625948186964,0.9318918131539918,0.9392456083030203,0.8693633952254642,0.8693633952254642,0.8693633952254642,0.8832472044059517,3016,3016,3016,6032,5685,17,364,0.0603448275862069,332,1.9816043296946027,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.7683015279471874,0.9463217866452274,0.9470564043052438,0.8796419098143236,0.8796419098143236,0.8796419098143236,0.8941864048547163,3016,3016,3016,6032,4025,6,2013,0.33372015915119363,2002,0.04886842225002013,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,enhanced_local,lit,LIT-i4,iterations,4.0,False,1.6529386080801487,0.943765257999849,0.9444278503155584,0.876657824933687,0.876657824933687,0.8766578249336872,0.8914627266786435,3016,3016,3016,6032,4030,2,2004,0.3322281167108753,2002,0.04429191401389316,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,4,enhanced_local,lit,LIT-i6,iterations,6.0,False,2.897979733068496,0.9432330159668322,0.9438550871919172,0.8763262599469496,0.8763262599469496,0.8763262599469496,0.8911430644204488,3016,3016,3016,6032,4030,2,2004,0.3322281167108753,2002,0.043867856010174615,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,6.296583041083068,0.9509048613974754,0.9546991641396195,0.8895888594164456,0.8895888594164456,0.8895888594164456,0.9023740676184024,3016,3016,3016,6032,5683,18,367,0.060842175066312995,333,3.2996755948743626e-06,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_walk,srw,SRW-l3,steps,3.0,True,6.296583041083068,0.9575068858983056,0.9600163517825355,0.8968832891246684,0.8968832891246684,0.8968832891246684,0.9092313483368973,3016,3016,3016,6032,5684,18,366,0.0606763925729443,332,6.82536683246923e-06,1,1,0,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,6.296583041083068,0.9236469614900286,0.9312473725453637,0.8544429708222812,0.8544429708222812,0.8544429708222812,0.8697927499191591,3016,3016,3016,6032,5698,4,338,0.05603448275862069,332,0.002510950644483824,1,0,1,1,False
standard,email_eu_core,email-Eu-core,communication,4,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,10.271203763317317,0.9253429717595554,0.9325850108000479,0.855106100795756,0.855106100795756,0.855106100795756,0.8705995438473106,3016,3016,3016,6032,6031,1,2,0.0003315649867374005,2,3.099753860568799e-06,1,1,0,1,False
