benchmark,network_id,network,domain,fold,family,analysis_family,candidate_count,family_scoring_seconds,method_count,candidates_per_second
standard,socfb_middlebury45,socfb-Middlebury45,social,4,degree_based,standard_local,48616,0.0384270860813558,1,1265149.2724968207
standard,socfb_middlebury45,socfb-Middlebury45,social,4,enhanced_local,enhanced_local,48616,57.16722225537524,8,850.4173909801748
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_bayesian,local_bayesian,48616,1.4307460221461952,3,33979.47591500091
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,standard_local,48616,0.7655918658711016,9,63501.19713547897
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_path,quasi_local_path,48616,63.00351186003536,3,771.639525555373
standard,socfb_middlebury45,socfb-Middlebury45,social,4,quasi_local_walk,quasi_local_walk,48616,162.79284806083888,3,298.6371980041239
standard,socfb_middlebury45,socfb-Middlebury45,social,5,degree_based,standard_local,48614,0.0490744160488247,1,990618.0024971337
standard,socfb_middlebury45,socfb-Middlebury45,social,5,enhanced_local,enhanced_local,48614,57.17866684682667,8,850.2121976755742
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_bayesian,local_bayesian,48614,1.6018368881195784,3,30348.907782407696
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,standard_local,48614,0.7444978691637516,9,65297.70199961096
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_path,quasi_local_path,48614,63.24757867399603,3,768.6302150881776
standard,socfb_middlebury45,socfb-Middlebury45,social,5,quasi_local_walk,quasi_local_walk,48614,161.4536438062787,3,301.1019067388151
