benchmark,network_id,network,domain,family,method_id,method,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std,distinct_score_count_mean,distinct_score_count_std,tie_group_count_mean,tie_group_count_std,tied_candidate_count_mean,tied_candidate_count_std,tied_candidate_ratio_mean,tied_candidate_ratio_std,largest_tie_group_mean,largest_tie_group_std,cutoff_tie_size_mean,cutoff_tie_size_std,cutoff_tie_positive_count_mean,cutoff_tie_positive_count_std,cutoff_tie_negative_count_mean,cutoff_tie_negative_count_std,cutoff_slots_in_tie_mean,cutoff_slots_in_tie_std,cutoff_tie_crosses_boundary_mean,cutoff_tie_crosses_boundary_std
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,ia2,IA2,0.9364120943953157,0.002623514845212958,0.9364088635666066,0.002585165814859129,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.904089964833538,0.004355616295850661,1366.8,19.81665965797465,257.2,14.652644812456211,5358.0,23.94786002965609,0.8284371263338167,0.0036989363518487445,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,car_cn,CAR-CN,0.7404351195257061,0.00390981055524106,0.7404421553188911,0.003910770201190259,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.6971231621819577,0.003435800847074849,184.4,12.720062892926276,93.8,6.016643582596529,6377.0,15.858751527153705,0.9859915937243496,0.0023876579575321257,4910.4,24.027068069158975,4910.4,24.027068069158975,1677.8,24.75277762191549,3232.6,1.5165750888103138,1676.6,24.265201420964956,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,car_aa,CAR-AA,0.7405121719956682,0.003858339799907191,0.7404590183084541,0.0038962610980995327,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.6971291531671893,0.003432733096244645,1113.0,23.313086453749534,198.4,9.528903399657274,5553.0,30.04995840263354,0.8585873665609427,0.0046319905670091956,4910.4,24.027068069158975,4910.4,24.027068069158975,1677.8,24.75277762191549,3232.6,1.5165750888103138,1676.6,24.265201420964956,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,car_ra,CAR-RA,0.7405148813556999,0.0038597346842312295,0.7404595822042825,0.0038967463871271016,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.6573689960195196,0.003630696992598243,0.697129596340284,0.003432784106769627,1073.4,23.74447304111001,207.2,10.207840124139874,5601.4,32.508460437246164,0.8660708284100975,0.0050142869742850985,4910.4,24.027068069158975,4910.4,24.027068069158975,1677.8,24.75277762191549,3232.6,1.5165750888103138,1676.6,24.265201420964956,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,fsw,FSW,0.9359854343793182,0.002571915408705478,0.936189912537387,0.0025576607676619347,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9040360053209355,0.004344641381961044,956.0,19.22238278674108,421.4,12.700393694685223,5933.0,24.5051015096856,0.91734206097027,0.0038570250152329217,3631.2,16.961721610732862,3631.2,16.961721610732862,407.2,16.528762809115516,3224.0,1.224744871391589,397.4,17.12600362022617,1.0,0.0
standard,ca_hepth,ca-HepTh,scientific_collaboration,enhanced_local,lit,LIT-i2,0.88777176085381,0.0032093062449428064,0.8877735339274819,0.003158511166761585,0.8179230840889626,0.0044184639588898435,0.8179230840889626,0.0044184639588898435,0.8179230840889626,0.004418463958889855,0.8431054463791672,0.0038889451076490836,2397.0,17.073371078963874,60.0,4.847679857416329,4130.6,19.269146322554057,0.6386605279009503,0.003012159513194113,3945.0,20.32240143290162,3945.0,20.32240143290162,720.6,20.019990009987527,3224.4,1.140175425099118,711.2,20.559669258040127,1.0,0.0
standard,email_eu_core,email-Eu-core,communication,enhanced_local,ra_cni,RA-CNI,0.9298161505142806,0.0029827732129131443,0.9371387519445975,0.0027955053987090825,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.8653092187163212,0.004548238892930065,0.8795261880942231,0.0039001868832720696,5694.4,9.889388252060897,19.2,1.9235384061671346,356.4,9.914635646356349,0.059088773638439104,0.0016425177073880204,318.0,11.000000000000007,1.0,0.0,0.4,0.5477225575051661,0.6,0.5477225575051661,1.0,0.0,0.0,0.0
standard,email_eu_core,email-Eu-core,communication,enhanced_local,ia1,IA1,0.9517081711157557,0.0019201102784763653,0.9522493957896969,0.0019428932964290573,0.8913721841719783,0.002450192943956553,0.8913721841719783,0.002450192943956553,0.8913721841719783,0.0024501929439564923,0.9045392198981869,0.002170546634231579,3549.6,31.895140695723576,128.2,5.2630789467763055,2610.2,31.49920633920797,0.43275378193031305,0.005182696899048594,1940.4,41.87839538473269,1.0,0.0,0.2,0.447213595499958,0.8,0.4472135954999579,1.0,0.0,0.0,0.0
standard,email_eu_core,email-Eu-core,communication,enhanced_local,ia2,IA2,0.9506721634668682,0.0022457523858117226,0.9514097889755885,0.002298525821625001,0.8905102911613462,0.003676606479071337,0.8905102911613462,0.003676606479071337,0.8905102911613462,0.003676606479071337,0.9037036176157425,0.003273407416751218,3548.0,32.80243893371343,128.8,5.215361924162118,2612.4,31.445190411253712,0.43311853640726516,0.005174536719040231,1940.4,41.87839538473269,1.6,1.3416407864998738,0.6,0.5477225575051661,1.0,1.7320508075688772,1.2,0.4472135954999579,0.2,0.4472135954999579
standard,email_eu_core,email-Eu-core,communication,enhanced_local,car_cn,CAR-CN,0.9221705173343449,0.002807458988475884,0.9251641479489517,0.002300946375739999,0.8785727419489643,0.002589570342980511,0.8785727419489643,0.002589570342980511,0.8785727419489643,0.0025895703429804793,0.892559522121546,0.0022532136949111803,930.4,11.674759098157018,402.4,17.994443586840912,5503.6,24.213632523849068,0.9124609270183125,0.00398015619805267,2734.4,22.96301373948988,75.6,32.11385993617086,39.8,19.21457779916072,35.8,13.809417076763234,39.6,43.04416336740674,1.0,0.0
standard,email_eu_core,email-Eu-core,communication,enhanced_local,car_aa,CAR-AA,0.9250879051329217,0.0026806305489729195,0.9265218543976677,0.002310543833968551,0.879700150881314,0.003364340518145541,0.879700150881314,0.003364340518145541,0.879700150881314,0.003364340518145569,0.8937946624514203,0.002915672538419509,3233.4,22.478878975607266,49.4,2.6076809620810595,2847.6,21.835750502329866,0.4721131631849594,0.003558856958198638,2734.4,22.96301373948988,1.4,0.8944271909999159,0.4,0.5477225575051661,1.0,1.224744871391589,1.2,0.4472135954999579,0.2,0.447213595499958
standard,email_eu_core,email-Eu-core,communication,enhanced_local,car_ra,CAR-RA,0.9303614283667718,0.0023878705338908845,0.9298279549283418,0.0022421314277944375,0.8850056085619646,0.0015292271156049804,0.8850056085619646,0.0015292271156049804,0.8850056085619646,0.0015292271156049843,0.8989738982859485,0.0013026429044705684,3233.0,22.638462845343543,49.8,2.8635642126552705,2848.4,22.244100341438855,0.4722457891796544,0.003626281138489014,2734.4,22.96301373948988,1.0,0.0,0.4,0.5477225575051662,0.6,0.5477225575051662,1.0,0.0,0.0,0.0
standard,email_eu_core,email-Eu-core,communication,enhanced_local,fsw,FSW,0.9399243951367581,0.0018429384686795664,0.9417941712951367,0.0013609450711917037,0.8730684992367956,0.0027082168556681035,0.8730684992367956,0.0027082168556681035,0.8730684992367956,0.0027082168556681035,0.8879763449377425,0.0023408068379924046,2734.2,36.23810149552539,475.8,14.411800720243114,3773.2,46.4187462131411,0.6255721612978432,0.0077125624907401855,1940.4,41.87839538473269,40.0,35.94440151122286,16.8,15.385057685949702,23.2,20.644611887851028,18.6,22.76620302114518,0.6,0.5477225575051661
standard,email_eu_core,email-Eu-core,communication,enhanced_local,lit,LIT-i2,0.9446596972819019,0.0014615002657886501,0.9465162617725777,0.00111091190675402,0.8809601638139981,0.0017483487882326977,0.8809601638139981,0.0017483487882326977,0.8809601638139981,0.0017483487882326673,0.894937387538968,0.0013803407936274575,4079.0,41.934472692523514,8.8,3.3466401061363023,1961.4,42.20544988505632,0.3251871940034575,0.006987951074086951,1945.0,42.154477816715996,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
standard,email_univ,email-univ,communication,enhanced_local,ra_cni,RA-CNI,0.9284111943659499,0.002980259236628146,0.9264964884170157,0.00408668591887941,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8643185914767606,0.007951031504353074,0.8844606034324605,0.0063219275724454415,1086.2,15.172343260024151,38.2,5.932958789676531,679.6,15.725775020646829,0.39337930775503194,0.009164288548013072,596.0,15.508062419270823,1.6,1.3416407864998738,1.2,1.0954451150103321,0.4,0.5477225575051661,1.6,1.3416407864998738,0.0,0.0
standard,email_univ,email-univ,communication,enhanced_local,ia1,IA1,0.8600924151747336,0.0032981898001905575,0.8576810159315984,0.003168436946666926,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668418,0.8234244505984736,0.004126346053311859,469.8,14.096098751072939,60.8,4.08656334834051,1318.6,11.17139203501517,0.763256137075662,0.006563701344651217,1022.2,9.284395510748137,1022.2,9.284395510748137,216.0,4.847679857416329,806.2,6.870225614927067,158.4,9.316651759081696,1.0,0.0
standard,email_univ,email-univ,communication,enhanced_local,ia2,IA2,0.8552034107988001,0.004137220554493998,0.855663864651415,0.003532444586813186,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668418,0.8224892870255388,0.003959954731598939,467.8,13.84557691105719,60.4,2.701851217221259,1320.2,11.166915420114893,0.7641817947727565,0.006490282534738327,1022.2,9.284395510748137,1022.2,9.284395510748137,216.0,4.847679857416329,806.2,6.870225614927067,158.4,9.316651759081696,1.0,0.0
standard,email_univ,email-univ,communication,enhanced_local,car_cn,CAR-CN,0.6909390133370124,0.011705585562012377,0.6916191713863213,0.012499700210979773,0.6242202587871766,0.011346794211446385,0.6242202587871766,0.011346794211446385,0.6242202587871766,0.011346794211446385,0.6751511739843051,0.010361019774626532,55.8,2.4899799195977472,34.2,2.6832815729997477,1706.0,4.69041575982343,0.9874963789107764,0.0023064568828715703,1385.8,23.910248848558634,1385.8,23.910248848558634,527.8,22.731036052058872,858.0,1.5811388300841898,522.0,23.864199127563452,1.0,0.0
