benchmark,network_id,network,domain,family,method_id,method,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
revision,ego_facebook,ego-Facebook,social,local_similarity,cn,CN,0.9923511766518647,0.000599020210409934,0.9927234584229995,0.0005417679614421649,0.9711506493169416,0.0014842719585105777,0.9711506493169416,0.0014842719585105777,0.9711506493169416,0.0014842719585105777,0.9740908798323625,0.0013358788619577387
revision,ego_facebook,ego-Facebook,social,local_similarity,aa,AA,0.9935383891987805,0.0005530689260234873,0.993757329656242,0.0004978574624320264,0.97484441163406,0.0013388633862538011,0.97484441163406,0.0013388633862538011,0.97484441163406,0.0013388633862538011,0.9774225574135859,0.0012032322297887
revision,ego_facebook,ego-Facebook,social,local_similarity,ra,RA,0.9950634857014711,0.0003635387061753265,0.9947883164059016,0.00045649410638374464,0.9768635169826183,0.0014117932311283649,0.9768635169826183,0.0014117932311283649,0.9768635169826183,0.0014117932311283649,0.9793495731727301,0.0012595021428825801
revision,ego_facebook,ego-Facebook,social,local_similarity,ja,JA,0.9894526431441797,0.0010139767946885179,0.9904580876195705,0.0005388541302839012,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.0014707130682393185,0.9592600315605226,0.0014584430250980877
revision,ego_facebook,ego-Facebook,social,local_similarity,sa,SA,0.9901592815249035,0.0010311332984153465,0.9914506608185786,0.000520258192155979,0.9614233542510113,0.000988480115647039,0.9614233542510113,0.000988480115647039,0.9614233542510113,0.0009884801156470927,0.9649645202590023,0.0011236841415172307
revision,ego_facebook,ego-Facebook,social,local_similarity,so,SO,0.9894526431441797,0.0010139767946885179,0.9904580876195705,0.0005388541302839012,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.001470713068239386,0.9549266202666331,0.0014707130682393185,0.9592600315605226,0.0014584430250980877
revision,ego_facebook,ego-Facebook,social,local_similarity,hpi,HPI,0.96685249962373,0.0019909912641724366,0.9861206690192426,0.0007674293182972097,0.9587391481346534,0.0010272700835875384,0.9587391481346534,0.0010272700835875384,0.9587391481346534,0.0010272700835875384,0.9574525507874213,0.0013294320219855984
revision,ego_facebook,ego-Facebook,social,local_similarity,hdi,HDI,0.9887435974447584,0.000993086468805503,0.9896600547852994,0.0005501537954373534,0.9519098471919122,0.0011562365468225034,0.9519098471919122,0.0011562365468225034,0.9519098471919121,0.0011562365468224785,0.9565718681220154,0.0011978003079094602
revision,ego_facebook,ego-Facebook,social,local_similarity,llhn,LLHN,0.9115773573119901,0.0027098003876179547,0.9589370751372039,0.0012981118147921936,0.93329852413926,0.0018611780337362436,0.93329852413926,0.0018611780337362436,0.93329852413926,0.0018611780337362183,0.9280693793583721,0.00209753655863687
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,cn,CN,0.9482440222093294,0.0005656291796774494,0.9509111910170509,0.0008113190287791555,0.8851232887844567,0.0014554305095705585,0.8851232887844567,0.0014554305095705585,0.8851232887844567,0.0014554305095706085,0.8947856364199156,0.0012796072695994889
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,aa,AA,0.9514711590357452,0.000640820930795601,0.9538780313361069,0.0008697838540287935,0.890315043284527,0.0017361985484666512,0.890315043284527,0.0017361985484666512,0.890315043284527,0.0017361985484666512,0.8996092520233898,0.0015440049484685835
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,ra,RA,0.9557655440589767,0.0010322187335160824,0.9573022154587324,0.0010807025460049314,0.8957207225122928,0.0021728002947211085,0.8957207225122928,0.0021728002947211085,0.8957207225122928,0.0021728002947211085,0.904761252656661,0.0019608304307793417
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,ja,JA,0.9522217492354039,0.0012088399681526164,0.9540835125040644,0.0009902194481268948,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.8996150551818329,0.0015604298626540314
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,sa,SA,0.9528370474519379,0.0011381438923646753,0.9547605699593934,0.0009771465840114463,0.890701751312213,0.0017373476099186694,0.890701751312213,0.0017373476099186694,0.890701751312213,0.0017373476099186694,0.9000674934390547,0.0014890104825358147
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,so,SO,0.9522217492354039,0.0012088399681526164,0.9540835125040644,0.0009902194481268948,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.890216300879298,0.0018071346217765217,0.8996150551818329,0.0015604298626540314
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,hpi,HPI,0.9246462487972733,0.0020560388026575776,0.9428195440909615,0.001296340856774738,0.8782283967020812,0.0012456774025518076,0.8782283967020812,0.0012456774025518076,0.8782283967020812,0.0012456774025518295,0.8835104568951395,0.001471861890731138
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,hdi,HDI,0.947455251647861,0.0013111480930635066,0.9499987066610244,0.0010898951934042204,0.8834201247997147,0.0021148583783942815,0.8834201247997147,0.0021148583783942815,0.8834201247997147,0.0021148583783942524,0.8932366054608967,0.0018853766801474152
revision,socfb_middlebury45,socfb-Middlebury45,social,local_similarity,llhn,LLHN,0.8772771409937823,0.0020925363139475853,0.9171629681044109,0.0016289021298698293,0.8500975119839813,0.0020735196079187225,0.8500975119839813,0.0020735196079187225,0.8500975119839815,0.002073519607918662,0.8535662874534659,0.0019933183623123585
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,cn,CN,0.978816847821378,0.0028413483272251845,0.9662382059226895,0.0038695488002414256,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481880451175275,0.005020116074504968
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,aa,AA,0.9792212347815313,0.002730792620233843,0.9665936336956247,0.0037576029622871008,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9482366814312913,0.005007428888216474
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,ra,RA,0.9792819920931422,0.002638488468681689,0.9666411056122,0.0037089697073379464,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9482439093259798,0.004997229373534055
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,ja,JA,0.9782313258721942,0.0031167454306026835,0.9659318518794656,0.003877756448344444,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481121782155393,0.005046877448516734
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,sa,SA,0.9782235020622023,0.0032522886148596197,0.9659397735735199,0.003948871216039916,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.948110179679136,0.005060425104724581
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,so,SO,0.9782313258721942,0.0031167454306026835,0.9659318518794656,0.003877756448344444,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481121782155393,0.005046877448516734
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,hpi,HPI,0.9762107575980175,0.00499619160215959,0.9654420174224846,0.004344371110866322,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.947731710516436,0.005261982598217626
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,hdi,HDI,0.9782081641307716,0.0029893831708209914,0.9659188043833762,0.003806728363265711,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9481083554626956,0.0050334067103924305
revision,ca_grqc,ca-GrQc,scientific_collaboration,local_similarity,llhn,LLHN,0.973309394730626,0.005553773737755377,0.9644124884341811,0.00419030238821303,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.9382622773880194,0.005919123403430636,0.947121114812617,0.005501845609338716
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,cn,CN,0.9584845467199159,0.0020040716874894734,0.9362727446126391,0.0025190964839515643,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9040596363104152,0.004340545101160521
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,aa,AA,0.958888283028687,0.0020364727457031916,0.9365065520784486,0.0025591689303839016,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9041081437162009,0.004347420533774214
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,ra,RA,0.9588634978054479,0.0020524244076581496,0.9364881015574408,0.0025767667030221937,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9041053808948997,0.004351767426493655
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,ja,JA,0.9580499659964451,0.002052992250475123,0.9361123558444635,0.0025716144133066656,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9039958665610752,0.004345291106569409
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,sa,SA,0.958090242895491,0.00194833025279141,0.9361311341539634,0.002509019413220262,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.904000685800904,0.0043339421526257015
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,so,SO,0.9580499659964451,0.002052992250475123,0.9361123558444635,0.0025716144133066656,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9039958665610752,0.004345291106569409
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,hpi,HPI,0.9576597248157362,0.0012535531753413963,0.9360548671777297,0.0023758050874923995,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9038927655009565,0.004170174937829164
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,hdi,HDI,0.9579829890241207,0.002121819916257805,0.9360742729051402,0.0026116155980052207,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9039882087891524,0.004353560564693171
revision,ca_hepth,ca-HepTh,scientific_collaboration,local_similarity,llhn,LLHN,0.9570618740183106,0.0017567548079895396,0.9358658691236508,0.002496501428413478,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.8879335531980134,0.005040648512099952,0.9037671089597815,0.0042431907336309286
revision,email_eu_core,email-Eu-core,communication,local_similarity,cn,CN,0.9425296312378373,0.0023342757482955273,0.9437049488860824,0.0016539467273647879,0.8789706859161311,0.0047087605715388755,0.8789706859161311,0.0047087605715388755,0.878970685916131,0.004708760571538844,0.8927505752976026,0.004149828173465187
revision,email_eu_core,email-Eu-core,communication,local_similarity,aa,AA,0.9483057575184812,0.0021870842944106393,0.9486737209344351,0.001667788113319797,0.8861991765311374,0.004182935625379039,0.8861991765311374,0.004182935625379039,0.8861991765311374,0.00418293562537901,0.8993107877558242,0.0037261598606244963
revision,email_eu_core,email-Eu-core,communication,local_similarity,ra,RA,0.9537084965603041,0.002249844995587194,0.9527474338457177,0.002103437847560188,0.891770260105309,0.003352032822209234,0.891770260105309,0.003352032822209234,0.891770260105309,0.003352032822209234,0.9046610108458104,0.003133161110432832
revision,email_eu_core,email-Eu-core,communication,local_similarity,ja,JA,0.927154811005448,0.0020624192832243335,0.9316520010355116,0.0014080014872155564,0.8572185051752731,0.0026991103881057275,0.8572185051752731,0.0026991103881057275,0.8572185051752731,0.0026991103881057275,0.8718042948299163,0.0036454075753068497
revision,email_eu_core,email-Eu-core,communication,local_similarity,sa,SA,0.9274899818522261,0.0017399214208447863,0.9334809791968912,0.0014862804696259104,0.8613302409262265,0.0014441113118571906,0.8613302409262265,0.0014441113118571906,0.8613302409262265,0.001444111311857149,0.8750663013412957,0.0026306248163733394
revision,email_eu_core,email-Eu-core,communication,local_similarity,so,SO,0.927154811005448,0.0020624192832243335,0.9316520010355116,0.0014080014872155564,0.8572185051752731,0.0026991103881057275,0.8572185051752731,0.0026991103881057275,0.8572185051752731,0.0026991103881057275,0.8718042948299163,0.0036454075753068497
revision,email_eu_core,email-Eu-core,communication,local_similarity,hpi,HPI,0.843768828222851,0.005448010519554688,0.907097230351656,0.0026241620327854126,0.8483320136716946,0.0028164905615528165,0.8483320136716946,0.0028164905615528165,0.8483320136716946,0.0028164905615528165,0.8398267698129862,0.005285209624532289
revision,email_eu_core,email-Eu-core,communication,local_similarity,hdi,HDI,0.9200580623414627,0.0025001114166393556,0.9248213785051265,0.0017646581711207234,0.8472709177366923,0.002529953639754519,0.8472709177366923,0.002529953639754519,0.8472709177366923,0.002529953639754519,0.8629933546291706,0.003158804236739495
revision,email_eu_core,email-Eu-core,communication,local_similarity,llhn,LLHN,0.7731786628521472,0.0030306343671227926,0.8526313043959419,0.0029992356105876996,0.7804889126427984,0.006092348454367436,0.7804889126427984,0.006092348454367436,0.7804889126427984,0.00609234845436742,0.7724875154781964,0.004889447981138648
revision,email_univ,email-univ,communication,local_similarity,cn,CN,0.8932816479267878,0.0035012302964639508,0.8554574607963182,0.002908848954506125,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668418,0.8227691642735312,0.004081837265015516
revision,email_univ,email-univ,communication,local_similarity,aa,AA,0.8967169079359065,0.004438624136962954,0.8576454210720602,0.0031028489405537153,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668418,0.8233187435917226,0.00413797456456143
revision,email_univ,email-univ,communication,local_similarity,ra,RA,0.8961377550305543,0.004816486619692314,0.8574526087553471,0.003254356995853684,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668466,0.7893030342045406,0.004979394148668418,0.8232095459880087,0.004070701812107658
