benchmark,network_id,network,domain,family,method_id,method,parameter,parameter_value,is_primary,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9083249539491371,0.002606886717216708,0.926262787557134,0.001658117331719067,0.8540797891384966,0.002404927075086624,0.8540797891384966,0.002404927075086624,0.8540797891384966,0.002404927075086623,0.8627693061824738,0.0024669606367145884
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.8407514393490784,0.0005878244246322708,0.8586764774927331,0.000685904443432878,0.7750845434794278,0.0013555749928295003,0.7750845434794278,0.0013555749928295003,0.7750845434794278,0.0013555749928295003,0.7878866853067323,0.0012026758569672685
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.922801634386755,0.0009061614965743994,0.9313312044367482,0.0007958308259795687,0.8572474708987435,0.0005111199333140176,0.8572474708987435,0.0005111199333140176,0.8572474708987435,0.0005111199333140176,0.8678301177369491,0.0005061935229168998
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.908323030583073,0.002606665278909764,0.9262597794294238,0.001657495264608424,0.8540797891384966,0.002404927075086624,0.8540797891384966,0.002404927075086624,0.8540797891384966,0.002404927075086623,0.8627692393252298,0.002466974950812258
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.9816902513377901,0.0033042901584623345,0.9817792299589149,0.003204493723309909,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.972709309909213,0.004270804288081066
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.9820193407837634,0.0031763078666339375,0.9819806215559197,0.0031336234007191734,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.9727513564843016,0.004256034143356807
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.9820305938209868,0.0031636655250474916,0.981985630862454,0.003128172227643513,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.967620075553157,0.005004651103883295,0.9727529013024458,0.004254410631868237
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9534237051067892,0.004969398233179972,0.9524259459944332,0.00517474551176608,0.9137614678899082,0.008258820479784695,0.9137614678899082,0.008258820479784695,0.9137614678899082,0.008258820479784695,0.9274802460168964,0.007021024090259136
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.9830306537905142,0.002867914987334268,0.9826687022313841,0.0029212844917775043,0.9677280086346466,0.0052238942429919865,0.9677280086346466,0.0052238942429919865,0.9677280086346466,0.0052238942429919865,0.9729435889688958,0.00440089350639837
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9810902095099152,0.003935904823371298,0.9815711689944895,0.003254119769845911,0.9675121424716675,0.004787534833506092,0.9675121424716675,0.004787534833506092,0.9675121424716675,0.004787534833506092,0.9724936590610757,0.004161737124625892
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.9880458695254756,0.0018782517934155057,0.9858312929631767,0.002106106918335595,0.9617916891527253,0.005548327323248764,0.9617916891527253,0.005548327323248764,0.9617916891527253,0.005548327323248764,0.9678273258480511,0.00470320903268151
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.99220524958621,0.0016717224544398508,0.990659070383378,0.0019639590777472547,0.9694549379384781,0.004443645731298194,0.9694549379384781,0.004443645731298194,0.9694549379384781,0.004443645731298194,0.9743764485525755,0.0037574601338472447
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9895838399066783,0.0027949949651872126,0.988928442347396,0.00217638720885938,0.9662169454937939,0.0039027921709151995,0.9662169454937939,0.0039027921709151995,0.9662169454937939,0.0039027921709151995,0.971356311962626,0.0035655162505309947
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.9918316583449561,0.0015951222130384279,0.9899693005231521,0.0019213499018284703,0.9621154883971939,0.005792296973555812,0.9621154883971939,0.005792296973555812,0.9621154883971939,0.005792296973555812,0.9680880584908627,0.004911115708368428
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9941182771787632,0.001298942911615898,0.9925686937563363,0.0015784542608844219,0.9696708041014572,0.004117049351918115,0.9696708041014572,0.004117049351918115,0.9696708041014572,0.004117049351918115,0.9745465480551069,0.0034848025671922068
revision,ca_grqc,ca-GrQc,scientific_collaboration,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9912694606937954,0.0027836915195271713,0.9904157112822107,0.0021118397918902065,0.9663248785752833,0.003902792170915202,0.9663248785752833,0.003902792170915202,0.9663248785752833,0.003902792170915202,0.9714435887860619,0.0035727584596189073
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.9678274306772844,0.0019187989103525334,0.967716844481313,0.001916211545051408,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9501034890894408,0.0029348361547452554
