benchmark,network_id,network,domain,fold,family,method_id,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,distinct_score_count,tie_group_count,tied_candidate_count,tied_candidate_ratio,largest_tie_group,cutoff_score,cutoff_tie_size,cutoff_tie_positive_count,cutoff_tie_negative_count,cutoff_slots_in_tie,cutoff_tie_crosses_boundary,method,family_scoring_seconds
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,aa,0.9500756503384025,0.9530577632913945,0.8888431792002632,0.8888431792002632,0.8888431792002632,0.8982923207863815,24308,24308,24308,48616,30846,495,18265,0.37569935823597167,13546,1.0457440872986825,1,0,1,1,False,AA,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,ra,0.9537769014540176,0.956193934024352,0.8943557676485108,0.8943557676485108,0.8943557676485108,0.9034738371936064,24308,24308,24308,48616,30819,498,18295,0.3763164390324173,13546,0.04852261490962042,1,0,1,1,False,RA,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,ja,0.9503546239889313,0.9531737176843749,0.8889254566397894,0.8889254566397894,0.8889254566397894,0.8984246402214494,24308,24308,24308,48616,6600,4121,46137,0.9490085568537107,13546,0.031496062992125984,10,6,4,9,True,JA,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,sa,0.9513747519361495,0.9540734350924422,0.889583676155998,0.889583676155998,0.889583676155998,0.8990783756674151,24308,24308,24308,48616,26143,5031,27504,0.5657396741813395,13546,0.06868028197434452,2,0,2,2,False,SA,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,so,0.9503546239889313,0.9531737176843749,0.8889254566397894,0.8889254566397894,0.8889254566397894,0.8984246402214494,24308,24308,24308,48616,6600,4121,46137,0.9490085568537107,13546,0.061068702290076333,10,6,4,9,True,SO,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,hpi,0.9225431709605785,0.9423322764173201,0.8776534474247162,0.8776534474247162,0.8776534474247162,0.8828817025484249,24308,24308,24308,48616,3450,2393,47559,0.9782581866052329,13546,0.1,241,105,136,127,True,HPI,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,hdi,0.9452520290427132,0.948832421766909,0.881520487082442,0.881520487082442,0.8815204870824421,0.8914553467447748,24308,24308,24308,48616,4517,3376,47475,0.9765303603751851,13546,0.045454545454545456,100,43,57,28,True,HDI,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,3,local_similarity,llhn,0.8743948952092928,0.9153879660518709,0.8470873786407767,0.8470873786407767,0.8470873786407768,0.8504975140930914,24308,24308,24308,48616,20181,5426,33861,0.6964990949481652,13546,0.0008169934640522876,22,9,13,20,True,LLHN,0.577319797128439
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,cn,0.9441286079925364,0.9519139154721906,0.8861691624156657,0.8861691624156657,0.8861691624156658,0.895709313948026,24308,24308,24308,48616,99,88,48605,0.9997737370413032,13548,5.0,1471,819,652,940,True,CN,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,aa,0.9511804297965156,0.9548312401643122,0.89164061214415,0.89164061214415,0.89164061214415,0.9007797268856985,24308,24308,24308,48616,30778,508,18346,0.37736547638637485,13548,1.0475887458513506,1,0,1,1,False,AA,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,ra,0.9552854807469795,0.9580906121224874,0.8971120618726345,0.8971120618726345,0.8971120618726345,0.9059809601822498,24308,24308,24308,48616,30746,515,18385,0.37816768142175416,13548,0.048461559220035685,1,1,0,1,False,RA,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,ja,0.9524351255515717,0.9551460111120168,0.8917228895836762,0.8917228895836762,0.8917228895836762,0.9010521729235945,24308,24308,24308,48616,6617,4162,46161,0.9495022214908672,13548,0.031007751937984496,9,4,5,2,True,JA,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,sa,0.9526036591752989,0.9556168681978782,0.8912292249465197,0.8912292249465197,0.8912292249465197,0.9005887681735676,24308,24308,24308,48616,26346,5045,27315,0.5618520651637321,13548,0.06766206956110896,1,1,0,1,False,SA,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,so,0.9524351255515717,0.9551460111120168,0.8917228895836762,0.8917228895836762,0.8917228895836762,0.9010521729235945,24308,24308,24308,48616,6617,4162,46161,0.9495022214908672,13548,0.06015037593984962,9,4,5,2,True,SO,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,hpi,0.9213378633889349,0.9427373958327945,0.8772420602270857,0.8772420602270857,0.8772420602270857,0.8817879427389449,24308,24308,24308,48616,3459,2428,47585,0.9787929899621524,13548,0.09941520467836257,2,1,1,1,True,HPI,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,hdi,0.9482277499987483,0.9513593322573137,0.8852641105808787,0.8852641105808787,0.8852641105808787,0.8950196609901288,24308,24308,24308,48616,4545,3381,47452,0.9760572650979101,13548,0.04504504504504504,13,6,7,4,True,HDI,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,4,local_similarity,llhn,0.8762523646489603,0.9177250686022169,0.8523531347704459,0.8523531347704459,0.8523531347704459,0.8556720921355467,24308,24308,24308,48616,20345,5510,33781,0.6948535461576436,13548,0.0007993605115907274,5,2,3,1,True,LLHN,0.7655918658711016
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,cn,0.9440796046234707,0.9512509556700102,0.884518862879006,0.884518862879006,0.884518862879006,0.8943311795802101,24307,24307,24307,48614,101,88,48601,0.999732587320525,13558,5.0,1468,798,670,1033,True,CN,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,aa,0.9514964873447711,0.9544431178912102,0.8903608014152302,0.8903608014152302,0.8903608014152302,0.8997391516879854,24307,24307,24307,48614,30750,465,18329,0.3770313078537047,13558,1.0322223017004932,1,0,1,1,False,AA,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,ra,0.956533487480971,0.9584773155377155,0.8966141440737236,0.8966141440737236,0.8966141440737236,0.9057008535385217,24307,24307,24307,48614,30727,475,18362,0.37771012465544906,13558,0.04791666666666666,1,1,0,1,False,RA,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,ja,0.9529202223029377,0.9548317938271301,0.8892088698728762,0.8892088698728762,0.8892088698728762,0.8989221535273283,24307,24307,24307,48614,6575,4117,46156,0.9494384333731024,13558,0.03064066852367688,1,0,1,1,False,JA,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,sa,0.9537621566705335,0.9557204153912574,0.8908544863619533,0.8908544863619533,0.8908544863619533,0.9004234644556154,24307,24307,24307,48614,26315,5042,27341,0.5624100053482536,13558,0.0670190709794987,1,0,1,1,False,SA,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,so,0.9529202223029377,0.9548317938271301,0.8892088698728762,0.8892088698728762,0.8892088698728762,0.8989221535273283,24307,24307,24307,48614,6575,4117,46156,0.9494384333731024,13558,0.05945945945945946,1,0,1,1,False,SO,0.7444978691637516
standard,socfb_middlebury45,socfb-Middlebury45,social,5,local_similarity,hpi,0.9268393028309494,0.9448698411174274,0.8793351709384128,0.8793351709384128,0.8793351709384128,0.8850958754500807,24307,24307,24307,48614,3454,2392,47552,0.9781544411074999,13558,0.09722222222222222,12,9,3,4,True,HPI,0.7444978691637516
