benchmark,network_id,network,domain,family,analysis_family,method_id,method,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
standard,ego_facebook,ego-Facebook,social,local_bayesian,local_bayesian,lnb_cn,LNB-CN,0.9919116725781258,0.0006774034222884114,0.9929831439549346,0.0005400937614442644,0.9721601991700357,0.0010944902799028405,0.9721601991700357,0.0010944902799028405,0.9721601991700357,0.0010944902799028405,0.9749778737791391,0.0009874298275002363
standard,ego_facebook,ego-Facebook,social,local_bayesian,local_bayesian,lnb_ra,LNB-RA,0.9943630192956803,0.0004569508823115432,0.9947408038109451,0.00046926387531529354,0.9766734840607972,0.0013226755712718841,0.9766734840607972,0.0013226755712718841,0.9766734840607972,0.0013226755712718841,0.979177714589583,0.0011874145529406695
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,aa,AA,0.992898377275693,0.0005856881805980156,0.993757329656242,0.0004978574624320626,0.9748444116340602,0.0013388633862538345,0.9748444116340602,0.0013388633862538345,0.9748444116340602,0.0013388633862538345,0.9774225574135859,0.0012032322297887055
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,cn,CN,0.9908472003821756,0.0006689821803762227,0.9927234584229995,0.0005417679614421267,0.9711506493169418,0.001484271958510567,0.9711506493169418,0.001484271958510567,0.9711506493169418,0.001484271958510567,0.9740908798323625,0.00133587886195776
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,hdi,HDI,0.9881098953997511,0.0009643548462950885,0.9896600547852994,0.0005501537954374246,0.9519098471919122,0.0011562365468224672,0.9519098471919122,0.0011562365468224672,0.9519098471919121,0.0011562365468224423,0.9565718681220154,0.0011978003079095162
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,hpi,HPI,0.9662850179446121,0.0019216928080232067,0.9861206690192423,0.0007674293182971513,0.9587391481346534,0.001027270083587489,0.9587391481346534,0.001027270083587489,0.9587391481346534,0.001027270083587489,0.9574525507874213,0.0013294320219855548
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,ja,JA,0.98883342128716,0.0009784384050454099,0.9904580876195705,0.0005388541302838892,0.9549266202666331,0.0014707130682393532,0.9549266202666331,0.0014707130682393532,0.9549266202666331,0.0014707130682393185,0.9592600315605226,0.001458443025098091
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,llhn,LLHN,0.9109536819635713,0.0026487200792653497,0.9589370751372039,0.001298111814792224,0.93329852413926,0.00186117803373631,0.93329852413926,0.00186117803373631,0.93329852413926,0.00186117803373631,0.9280693793583721,0.0020975365586369038
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,ra,RA,0.9944234542535474,0.00040636229590175883,0.9947883164059016,0.00045649410638375423,0.9768635169826183,0.0014117932311283317,0.9768635169826183,0.0014117932311283317,0.9768635169826183,0.0014117932311283317,0.9793495731727301,0.00125950214288261
standard,ego_facebook,ego-Facebook,social,local_similarity,standard_local,sa,SA,0.9895738565222711,0.0009944940563843378,0.9914506608185786,0.0005202581921559997,0.9614233542510112,0.0009884801156470413,0.9614233542510112,0.0009884801156470413,0.9614233542510112,0.0009884801156471313,0.9649645202590023,0.0011236841415173029
